인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250519",="20200385754",대관령감자탕,경기도 화성시 마도면 청원산단8길 37(1층),,정**,정**
="20250519",="20190297260",더착한코다리(평촌점),경기도 안양시 동안구 부림로 152(현우법조빌딩 2층 201호 관양동),="0314246527",손**,박**
="20250519",="20010063185",더회 불광점,서울특별시 은평구 통일로 715-12(지상1층 대조동),="023832556",주**,이**
="20250519",="20230088999",동네포차,서울특별시 서대문구 통일로39나길 1(1층 홍제동),,김**,최**
="20250519",="20210379683",동적깡통구이 김포직영점,경기도 김포시 김포한강1로78번길 7(장기음식주차타운 제가동 108 109 122 123호 장기동),,문**,손**
="20250519",="19920267128",두꺼비집,경기도 수원시 팔달구 경수대로616번길 18(우만동),="0312167686",임**,이**
="20250519",="20230433056",라라코스트 송담점,경기도 평택시 안중읍 안현로 354(2층 201호),,윤**,양**
="20250519",="19940106914",랜돌프비어 대치점,서울특별시 강남구 선릉로64길 18(대치동),="025647886",이**,이*******
="20250519",="20070033160",레코드피자(RECORD PIZZA) 용리단길점,서울특별시 용산구 한강대로42길 14(한강로2가 지상1층),,홍**,김**
="20250519",="20220129388",류창희국수人,서울특별시 강남구 선릉로121길 11(향원빌딩 지상1층 논현동),,서**,김**
="20250519",="19910372139",마라세계 훠궈,경기도 포천시 중앙로119번길 9(주2 1~2층 신읍동),="5352381",Z********,Z*********
="20250519",="20150094334",마리아쥬제이,서울특별시 관악구 관악로 1(1층 신림동  서울대학교),="0232852113",이**,최**
="20250519",="20150094335",마리아쥬제이,서울특별시 관악구 관악로 1(2층 신림동  서울대학교 교수회관65동),="0232852113",이**,최**
="20250519",="20150094336",마리아쥬제이,서울특별시 관악구 관악로 1(지하1층 신림동),="0279383952",이**,최**
="20250519",="20050036303",마스타하이볼 한양대점,서울특별시 성동구 마조로1가길 14(행당동 지상1층),="0222959253",김*******,김**
="20250519",="20200205465",막창로2가삽교곱창 일신시장점,인천광역시 부평구 경인로 1103(1층 일부 일신동),,김**,김**
="20250519",="20210391314",말근 나주곰탕,경기도 포천시 군내면 청군로 3251,,박**,오**
="20250519",="20200360343",맛깔손,경기도 의왕시 이미로 40(인덕원IT밸리 A동 102호 포일동),,김**,심*******
="20250531",="20230062298",맛닭꼬 중랑양원역점,서울특별시 중랑구 양원역로14길 14(1층 망우동),,김**,박**
="20250519",="20050309114",먹꼬.또먹꾸,경기도 평택시 포승읍 여술2길 60,,배**,김**
="20250519",="20020279353",명륜진사갈비 성남은행점,경기도 성남시 중원구 은이로 6(2층 은행동),,정**,백**
="20250519",="20030303268",명륜진사갈비(고강점),경기도 부천시 오정구 성지로 64(고강동),="0326789275",신******,이**
="20250519",="20030025893",목석정,서울특별시 종로구 팔판길 29(팔판동),,하**,김**
="20250519",="20230501288",문(moon),경기도 파주시 후곡로 21(파워프라자 1층 109호 금촌동),,이**,김**
="20250519",="20150199734",미남,인천광역시 남동구 소래역로 12(1층 17호 논현동  소래어시장),,장**,나*
="20250519",="20030267354",미드웨이브,경기도 수원시 팔달구 고화로 18(매산로3가),="0312588831",김**,김**
="20250519",="20200348541",미래,경기도 남양주시 불암로 91(정란빌딩 1층전체호 별내동),="0315718612",조**,이**
="20250519",="20210374815",미스터.유(Mr.you),경기도 이천시 장호원읍 샘재로147번길 17-2(2층),,이**,유**
="20250519",="20170094921",밥과바베큐,서울특별시 관악구 남부순환로 1921-1(1층 104호 봉천동),="028787881",J********,김**
="20250519",="20150208598",밥집에반하다,인천광역시 서구 원당대로117번길 32(1층 오류동),="0325674450",석**,박**
="20250519",="20230374490",백년돌판짜장/교동짬뽕,경기도 수원시 권선구 서수원로 340(1층 오목천동),,이******,이*
="20250519",="20070345284",백년옥,경기도 하남시 서하남로 120(1  2층 감일동),="024738668",김*******,정**
="20250519",="20080076660",번양집(까치산역점),서울특별시 강서구 곰달래로 163(1층 화곡동  8동),="0226929292",김**,김**
="20250519",="20250104299",베이커리모키,서울특별시 양천구 신목로12길 8(1 2층 신정동),,전**,강*******
="20250519",="20240427373",별밤커피호프,경기도 부천시 원미구 원미로 97(2층 일부호 원미동),,허**,김**
="20250519",="20100202519",본스치킨 부개3동점,인천광역시 부평구 부흥북로 136(부개동 1층),="0325055592",백**,구**
="20250519",="20220510639",봉담옥,경기도 화성시 봉담읍 샘마을1길 15(1층 일부),,신**,오**
="20250519",="20220084734",부대옥 마포역점,서울특별시 마포구 마포대로4길 31(1층 도화동),,우**,안**
="20250519",="20000325020",부산냉면&국밥,경기도 고양시 일산동구 무궁화로181번길 46(지하1층 일부  1층전체호 정발산동),="0319197500",지**,이**
="20250519",="20240292369",빠샥꼬리김밥,인천광역시 서구 청라에메랄드로102번길 8(우성메디피아 1층 103호 청라동),,임**,김**
="20250519",="20130080413",사계절흥면식점 2호점,서울특별시 구로구 구로동로26길 33(1층 구로동),,윤**,김**
="20250519",="20070193046",사쿠라,인천광역시 미추홀구 주안로104번길 34(주안동),,김**,김**
="20250519",="20140338379",삼겹식당시흥능곡점,경기도 시흥시 승지로60번길 28(1층 105-107호 능곡동),="0313179233",정**,민**
="20250519",="20020208411",삼국지,인천광역시 서구 심곡로 111(1층 일부호 심곡동),="0325615515",강**,김**
="20250519",="20030348114",상구네솥뚜껑삼겹살,경기도 용인시 처인구 양지면 남평로 15,,김**,김**
="20250519",="20070202260",새로운볼테기,인천광역시 부평구 배곶로20번길 3(십정동),="0324283005",최**,김**
="20250519",="20240132201",서울대 청춘포차,서울특별시 관악구 호암로24길 66(1층 신림동),,이**,이**
="20250519",="20240477185",선명희피자안산원곡점,경기도 안산시 단원구 관산길 4(1층일부 원곡동),,유**,유**
="20250519",="20120364830",선부진갈비,경기도 화성시 여울로 111(능동  537번지 1층),="0312215585",유*******,김*******
="20250519",="20230368506",세비야식당 영통점,경기도 수원시 영통구 반달로 108(3층 영통동),,고**,서**
="20250519",="20120292082",소바공방 롯데백화점 평촌점,경기도 안양시 동안구 시민대로 180(지상7층 호계동  롯데백화점),="03180869797",변**,박**
="20250519",="20240514264",소바공방시흥신세계프리미엄아울렛점,경기도 시흥시 서해안로 699(시흥 프리미엄 아울렛 매장동 1층 일부호 배곧동),,변**,박**
="20250519",="20220085584",소셜 꼼애야,서울특별시 마포구 동교로 209-4(지하1층 동교동),="023326177",한**,김**
="20250519",="20220027271",손정보쌈 종로점,서울특별시 종로구 삼일대로15길 24(1층 관철동),,장**,조**
="20250519",="20160292066",송도갈비영빈관 안양점(주)신화푸드,경기도 안양시 동안구 관악대로 263(지상 3층 비산동),="0313815501",백*******,오**
="20250519",="20160292047",송도갈비수라간 안양점(주)신화푸드,경기도 안양시 동안구 관악대로 263(1층 2층 비산동),="0313815503",최**,오**
="20250519",="20170292367",송도갈비천지연 인덕원점 (주)신화푸드,경기도 안양시 동안구 흥안대로 402(지상2층 평촌동),="0314254600",백*******,오**
="20250519",="20110308251",송탄더푸드랩,경기도 평택시 점촌1로 17(서정동),,이******,이*
="20250519",="20230035629",수인,서울특별시 종로구 인사동10길 23-8(1층 경운동),,윤**,김**
="20250519",="20230272511",숙성고집,인천광역시 부평구 주부토로46번길 13(1층 일부 부평동),="050714711175",이**,이**
="20250519",="20220067273",숙성고기 육칠이 방학점,서울특별시 도봉구 방학로6가길 68(1층 방학동),,이**,원**
="20250519",="20240089720",순이네 김밥,서울특별시 은평구 불광로 20(NC백화점 9층 E2호 대조동),,최**,최**
="20250519",="20210290178",순이네식당,경기도 의정부시 태평로 188(지상1층 의정부동),="0318487913",박**,양**
="20250519",="20240539426",스시광바라(스시光바라),경기도 용인시 수지구 성복2로 17(수지 골드프라자1 지하3층 B306호 성복동),,김**,서**
="20250519",="20250477085",스시올랑,경기도 안산시 단원구 선삼로 1(1층일부101호 선부동),,김*******,김**
="20250519",="20150271050",시골밥상,경기도 수원시 장안구 팔달로199번길 8(영화동),="0312572157",신**,이**
="20250519",="20200205994",신 만리장성,인천광역시 부평구 열우물로101번길 11(1층 십정동),,김**,최*******
="20250519",="20230272437",신맛중독,인천광역시 부평구 부흥북로36번길 7(THE WIZ 1층 101호 부평동),="07073135826",Z***********,C*************
="20250519",="19980348132",신사천성,경기도 용인시 처인구 경안천로 276(고림동),="0313369252",이**,심**
="20250519",="20170372429",써니호프,경기도 포천시 중앙로110번길 12-2(1층 신읍동),,이**,김**
="20250519",="20180365078",아비꼬(용인역북점),경기도 용인시 처인구 명지로40번길 15-17(104호 역북동),="0313382253",박**,서**
="20250519",="20210339279",아티보(ATTIVO),경기도 고양시 덕양구 신원로1길 50(1층 신원동),="0269566381",문**,한**
="20250519",="20240404794",압구정 화로구이 의정부고산점,경기도 의정부시 수암로 4(현대타워 지상1층 104  105호 산곡동),,인**,인**
="20250519",="20060297755",야쭈야쭈매콤쭈꾸미(본점),경기도 부천시 원미구 부천로 229-11(1층 춘의동),,조*******,조**
="20250519",="20230537355",양평왕해물찜,경기도 양평군 강상면 강남로 979,,이*******,정**
="20250519",="20250121638",어상향,서울특별시 영등포구 국제금융로 86(비111 비112호 여의도동  롯데캐슬 아이비),,김**,김**
="20250519",="19980105048",역전포장마차 강남,서울특별시 강남구 강남대로96길 11-4(역삼동 지상1층),="025086660",P*******************,최**
="20250519",="20250569208",열정국밥,경기도 광주시 문형산길 144(1층 신현동),,이**,이**
="20250519",="20230457062",옛날통닭 그립닭,경기도 고양시 일산동구 공릉천로 70(동문아파트 상가동 1층 111호 사리현동),,박**,이**
="20250519",="20120285004",오공김밥 의정부점,경기도 의정부시 부용로 105(106호 금오동  플래티넘프라자2),="0318523990",이**,서**
="20250519",="20210040129",오늘통닭&77맥주,서울특별시 광진구 아차산로57길 4(풍강빌딩 2층 구의동),,임**,박**
="20250519",="20190278295",오로라,경기도 수원시 권선구 권선로 673(거성빌딩 6층 권선동),="0312586000",이**,서**
="20250519",="20100205157",올고든호프,인천광역시 계양구 계양산로 199(병방동 B동 2층),,신**,정**
="20250519",="20180331360",왔다식당,경기도 안산시 단원구 예술대학로 82(중앙시장 지하1층 116  117호 고잔동),,김**,김**
="20250519",="20250161102",왕대포,서울특별시 강동구 구천면로 140(스타시티 9 10층 천호동),,김**,박**
="20250519",="20190056809",용만이네의정부부대찌개n볶음,서울특별시 도봉구 도봉로112길 19(1층 창동),="029073001",정**,정**
="20250519",="20180202292",우이락 소래점,인천광역시 남동구 소래역로 12(소래포구종합어시장 1층 15호~16호 논현동),,김**,나*
="20250519",="20080325546",원,경기도 고양시 일산동구 고봉로 26-32(장항동 외1필지 양우로데오랜드 C동 206호  206-1호),="0319137758",김**,진*******
="20250519",="20090190312",월미식당(면사무소),인천광역시 중구 월미로234번길 6(북성동1가  1층),="0327668560",박**,박**
="20250519",="20110087011",원희커피호프,서울특별시 영등포구 도림로31길 26(대림동 지하1층전체),="028477017",김**,김**
="20250519",="19910290037",은희설렁탕,경기도 안양시 만안구 문예로 57(안양동),="0314689393",정**,김**
="20250519",="20250144555",이집닭강정잘하네 강남논현점,서울특별시 강남구 논현로114길 10(1층 101호 논현동),,한**,양*******
="20250519",="20150308313",인디언팰리스레스토랑,경기도 평택시 특구로27번길 5(2층 서정동),,T*********************************,수*********
="20250519",="20230254746",인생아구찜 운서점,인천광역시 중구 햇내로안길 22-3(1층 102호 운서동),,강*******,강**
="20250519",="20240554706",인생초밥,경기도 김포시 김포한강8로 281(상가동 110호 마산동  한강신도시레이크에일린의뜰),,고**,권**
="20250519",="20100202203",일신주먹고기,인천광역시 부평구 일신로8번길 19(일신동 1층),,박**,정**
="20250519",="20240283922",자연밥상,인천광역시 부평구 새벌로 29(부평테크노타워 105호 청천동),,이**,조**
="20250519",="20090336308",장금이밥상,경기도 오산시 궐동로69번서길 14(1층 궐동),="0313748895",김**,S******************
="20250519",="20110344203",장수마을 생고기,경기도 의왕시 내손순환로 4(110 111호 내손동  우미린상가),="0314733636",김*******,김*******
="20250519",="20200339422",장수마을코다리순두부보리밥,경기도 고양시 덕양구 통일로 1285(1층 내유동),,B**********,박****************
="20250519",="20180063574",장어동네,서울특별시 은평구 갈현로 100(1층 106호 역촌동  디딤빌아파트),,김**,김**
="20250519",="20240381217",정반장,경기도 수원시 영통구 법조로149번길 117(1층 102호 하동),,이**,정**
="20250519",="20210214271",제비둥지 김밥,인천광역시 강화군 교동면 대룡안길54번길 59-1,,임**,황**
="20250519",="20200202970",제이호프,인천광역시 남동구 앵고개로 938(1층 106호 논현동),,전**,류**
="20250519",="20120358277",조왔소,경기도 이천시 장호원읍 서동대로8809번길 25,="0316422224",김**,조**
="20250601",="20190046528",주식회사 소정푸드,서울특별시 중랑구 용마산로136가길 41(1층 망우동),,전**,윤**
="20250519",="20090087364",집애김밥 선유도점,서울특별시 영등포구 양평로22바길 2(양평동5가 102호),="0226765252",선**,이**
="20250519",="20130358232",짱 고추장 삽겹살,경기도 이천시 어재연로18번길 17(1층 중리동),="0316388298",박**,안*******
="20250519",="20240457282",찌개촌,경기도 광명시 범안로996번길 6(광명티아모아이티타워 제1층 제115호 하안동),,이**,장**
="20250519",="19980202210",쭈야쭈 부평점,인천광역시 부평구 경원대로1377번길 35(부평동),="0325220757",정**,이**
="20250519",="20240562825",채소담,경기도 화성시 꽃내음1길 19-18(송산프라자 1동 213 214호 새솔동),,박*******,박**
="20250519",="20200059637",처갓집양념치킨 하계점,서울특별시 노원구 공릉로58길 176(상가동 1층 101호 하계동  우방아파트),,강**,김**
="20250519",="20200319567",청년회포차,경기도 광명시 광명로 961(102호 광명동),,김**,박**
="20250519",="20200354163",청담2호점,경기도 시흥시 군서마을로 92(1층 일부호 정왕동),,전**,전**
="20250519",="20160285402",청담이상 의정부민락점,경기도 의정부시 오목로225번길 157(204호 민락동),="0318532388",강**,박**
="20250519",="19910372044",청원가든,경기도 포천시 이동면 포화로 106,="0315359497",윤**,이**
="20250519",="20240539452",최고집 고기짬뽕,경기도 용인시 수지구 정평로13번길 25(1층 풍덕천동),="0312668822",L***********,L******
="20250519",="20060271271",춘배아저씨 닭볶음탕＆쭈꾸미볶음,경기도 수원시 장안구 서부로2123번길 27(율전동),="0312973705",장**,김**
="20250519",="20140094008",케이투지점,서울특별시 관악구 신림로64길 29(지하1층 신림동),="028865800",이**,이**
="20250519",="20200078291",케이펍,서울특별시 강서구 마곡중앙6로 89(뉴골든타워 4층 403~404호 마곡동),,하**,이**
="20250519",="20000338587",큐피트,경기도 시흥시 군자로315번길 11(1층 일부호 거모동),,권**,함**
="20250519",="20240460158",크로피앙 평택점,경기도 평택시 용죽2로 32-21(1층 103호 용이동),="0316552014",문**,정**
="20250519",="20090053592",탐라담 수유점,서울특별시 강북구 도봉로87길 47(1 2층 수유동),="029927753",김**,염*******
="20250519",="20240543319",파주국수열차,경기도 파주시 파평면 율곡로 1390(1층 일부호),,정**,홍**
="20250519",="20220483239",포레디엠,경기도 용인시 처인구 중부대로 1746(1~2층 마평동),="0313288188",지**,지**
="20250519",="20210192396",포케올데이 영종도점,인천광역시 중구 햇내로안길 14-6(1층 101 102호 운서동),="07046471360",김**,김**
="20250519",="20210046675",프랑킨바베큐치킨 상봉점,서울특별시 중랑구 봉우재로25길 28(1층 상봉동),,유**,권**
="20250519",="20240575097",프리토 카츠,경기도 양주시 회천중앙로 240(센트럴본타워 102호 덕계동),,남**,김**
="20250519",="20230523381",피자는 치즈빨 경기광주점,경기도 광주시 역동로 18(성환빌딩 1층 1호 역동),="0317661619",전**,박**
="20250519",="20200211087",피자이탈리루원시티점,인천광역시 서구 새오개로111번안길 6(1층 일부호 신현동),,김*****************,김*******
="20250519",="20170116304",하늘마루,서울특별시 송파구 양재대로62길 48(남양빌딩 3층 302호 가락동),,권**,허**
="20250519",="20210114866",한국의집 롯데월드몰점,서울특별시 송파구 올림픽로 300(롯데월드타워앤드롯데월드몰 5층 신천동),="0428259682",변**,박**
="20250519",="20210384622",한국의집효종갱 롯데백화점동탄점,경기도 화성시 동탄역로 160(동탄역 롯데캐슬 판매시설 지1층 쇼핑몰 일부호 오산동),="0428259682",변**,박**
="20250519",="19980050746",한사발포차 성신여대점,서울특별시 성북구 동소문로20길 37-22(1층 동선동1가),="029289381",김*******,정**
="20250519",="20210211005",한우집투뿔사위 청라점,인천광역시 서구 청라에메랄드로 79(A동 지1층 26 27호 청라동),,김**,신**
="20250519",="20110099035",한우물,서울특별시 서초구 강남대로 156-4(양재동 1층),="025755298",김**,인**
="20250519",="20090091133",할미가,서울특별시 동작구 사당로 220(사당동 외1필지 지하1층),="0234871001",최**,변**
="20250519",="20190385035",항방양육관,경기도 화성시 동탄대로 469-12(2층 2048호 오산동  동탄역 린스트라우스),="03180432412",송**,이**
="20250519",="20230282507",현대옥 검단신도시점,인천광역시 서구 원당대로 1035(라페온2차 114 115호 원당동),,이**,서**
="20250519",="20000202807",호랑이굴 부평점,인천광역시 부평구 경원대로1403번길 38-12(부평동),,권**,여**
="20250519",="20230476381",효자동솥뚜껑시흥은행점,경기도 시흥시 대은로 82(아슈레빌딩 1층 101호 은행동),,나**,김**
="20250519",="19980105132",훅트포케 마포역점,서울특별시 마포구 임정로 57(지1층 1호 신공덕동),="025588885",김**,임**
="20250519",="19910358002",희야네 생 대패,경기도 이천시 애련정로103번길 40(창전동),,강**,전**
="20250519",="20240131686",GS25 신림고시촌점,서울특별시 관악구 신림로19길 46-8(1층 신림동),,김**,노**
="20250519",="20210114854",고호재 롯데월드몰점,서울특별시 송파구 올림픽로 300(롯데월드타워앤드롯데월드몰 5층 신천동),,변**,박**
="20250519",="20050368391",또와분식,경기도 광주시 양촌길 118(양벌동),="0317674576",구**,임**
="20250519",="20220260121",메가엠지씨커피인천구월중앙점,인천광역시 남동구 남동대로 728(1층 일부호 구월동),="0324633007",김**,이**
="20250519",="20220457214",묘키 카페,경기도 구리시 경춘로276번길 35(1층 수택동),,정**,김**
="20250519",="20110200107",미남,인천광역시 남동구 소래역로 12(1층 18호 논현동  소래포구 종합어시장),,장**,나*
="20250519",="20210042676",배스킨라빈스 신이문,서울특별시 동대문구 신이문로 9(상가동동 1층 105 106호 이문동  신이문 금호어울림),,이**,박**
="20250519",="20030053609",복호두 삼각산점,서울특별시 강북구 솔샘로 211(미아동),="029828945",최**,이**
="20250519",="19840277021",봉다방,경기도 성남시 수정구 탄리로 109(태평동),="0317535747",박**,박**
="20250519",="19840277021",봉다방,경기도 성남시 수정구 탄리로 109(태평동),="0317535747",박**,박*******
="20250519",="20250104252",붕어제작소 목동파리공원점,서울특별시 양천구 목동서로 61(양지빌딩 1층 101호 목동),,김**,김*******
="20250519",="20220095327",세븐일레븐 염창래미안점,서울특별시 강서구 양천로 646-32(풍일빌딩 1층 염창동),,최**,김**
="20250519",="20220500631",약속커피숍,경기도 안성시 일죽면 주래본죽로 45(1층 전체호),,이**,최**
="20250519",="20240466211",열매꼬마김밥,경기도 평택시 안중읍 덕우로 39(근린생활시설동 110호 일부호 안중 지엔하임 스테이),,장**,오**
="20250519",="20230053734",원조멸치국수 자양점,서울특별시 광진구 자양로15길 65(1층 자양동),,김**,김**
="20250519",="20120355760",정다운카페,경기도 파주시 월롱면 엘씨디로 201(정다운마을 복지동 2층),="07075107869",이**,박**
="20250519",="20220460066",젤라또로플,경기도 남양주시 두물로39번길 47-1(1층 일부 별내동),,김**,임*******
="20250519",="20240561439",지니김밥,경기도 화성시 동탄지성로 292(행복마을 참누리 에듀파크 상가 1층 105호 기산동),,박**,최**
="20250519",="20240381709",카페 요아정 광교호수공원점,경기도 수원시 영통구 광교호수공원로 20(근린생활시설1동 지2층 B2-14호 원천동  더샵 광교레이크시티),,김**,임**
="20250519",="20240147350",카페요아정 세곡점,서울특별시 강남구 헌릉로569길 13(라온 프라이빗시티 1층 109호 세곡동),,이**,배**
="20250519",="20240562473",캣플 동탄점,경기도 화성시 동탄대로5길 21(E417호 송동),,박**,김**
="20250519",="20200106732",컴포즈커피 강남세곡점,서울특별시 강남구 헌릉로569길 13(라온 프라이빗시티 지상1층 111호 세곡동),,김**,김**
="20250519",="20250427045",텐퍼센트커피 부천상동역점,경기도 부천시 원미구 상동로 112(썬프라자 1층 101호 상동),,L***********************************,L*****************
="20250519",="20190115659",트리플 크라운,서울특별시 송파구 삼학사로 32(원일빌딩 1층 석촌동),,모*******,이**
="20250519",="20220033362",트리플에이커피 광희동점,서울특별시 중구 마른내로 152(1층 101호 광희동1가),,M**********,양**
="20250519",="20100114563",피자헛 잠실야구장점 3루,서울특별시 송파구 올림픽로 25(잠실동  잠실야구장내 2층 3루),,김**,조**
="20250519",="20100114554",피자헛 잠실야구장점 1루,서울특별시 송파구 올림픽로 25(잠실동  잠실야구장내 2층 1루),,김**,조**
="20250519",="20150209003",한마음구내식당,인천광역시 서구 마중로 85(오류동  주우트커터),="0325643188",김**,김**
="20250519",="20210341332",김민성 셰프 베이커리,경기도 고양시 일산동구 정발산로 43-20(센트럴프라자 109 110호 장항동),,김**,김*******
="20250519",="20250569209",태재제빵소 능평점,경기도 광주시 왕림로 61-10(1층 능평동),,이**,이*******
="20250519",="20240562763",쿠다산도,경기도 화성시 지산2길 34-2(1층 일부101호 영천동),,송**,김**
="20250519",="20110202554",파리바게뜨부평오거리점,인천광역시 부평구 경원대로 1440(부평동 인산빌딩 101호  102호  103호 1층),,윤**,김**
="20250519",="20020086459",파리바게뜨당산행복점,서울특별시 영등포구 국회대로 553(당산동4가  경인빌딩 1층),="0220682510",김**,허**
