인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250523",="20180208714",육식사관학교 인천계양점,인천광역시 계양구 계산새로 25(성일빌딩 1층 일부호 계산동),,Z****************,유**
="20250523",="20080285790",의정부 할매쭈꾸미·코다리,경기도 의정부시 범골로 94(의정부동 시티빌딩 101호),="0318781777",장**,한**
="20250523",="20230374535",이우철한방누룽지삼계탕,경기도 수원시 권선구 금호로 162(2층 탑동),,김**,장**
="20250523",="20130197234",일등양평해장국 송도스마트밸리점,인천광역시 연수구 송도미래로 30(송도동  스마트밸리F동 104호),="0328375599",정**,손**
="20250523",="20210274234",자연드림 힐링밥상 수원점,경기도 수원시 영통구 영통로 145(코스모프라자 6층 일부호 망포동),,노**,금**
="20250523",="20240292961",장우옥 루원시티점,인천광역시 서구 염곡로464번길 30(벨라미 루원 204ㆍ205ㆍ206ㆍ207호 가정동),="0325755880",이*******,이**
="20250523",="20120358215",장터포장마차,경기도 이천시 마장면 오천로24번길 3,,최**,신**
="20250523",="20190364994",정성이네,경기도 용인시 처인구 금령로27번길 7-1(1층 일부 김량장동),,Q**********,이**
="20250523",="20220085462",조씨야보-마라샤오반마라탕,서울특별시 마포구 홍익로3길 36(2층 서교동),,장*****************,A**********
="20250523",="20240291622",주식회사 정운에프엔비,인천광역시 서구 봉수대로 1592(1층 금곡동),,서**,이**
="20250523",="19990332559",주식회사 영현푸드,경기도 남양주시 와부읍 경강로 896-2,="0315760130",송**,송**
="20250523",="20000202803",진땡이,인천광역시 부평구 영성서로 15(삼산동),="0325063232",도**,김**
="20250523",="20220452188",처갓집양념치킨 주엽점,경기도 고양시 일산서구 주화로 42(주엽프라자 113호 주엽동),,김**,임**
="20250523",="20240291680",처갓집양념치킨 청라2점,인천광역시 서구 솔빛로 55(제상가동 제1층 제107호 일부호 청라동  청라반도유보라),,황**,어**
="20250523",="20200059639",철길부산집 노원점,서울특별시 노원구 노해로85길 10-55(소담빌 1층 103호 상계동),,김**,최**
="20250523",="20230054121",청년피자 중곡점,서울특별시 광진구 능동로 356(1층 중곡동),,정**,최**
="20250523",="20100197001",촌장원,인천광역시 연수구 옥련로99번길 44(옥련동 아주아파트상가 103동 113 114호),,임**,박**
="20250523",="20200366896",최고당 돈까스,경기도 용인시 기흥구 동백중앙로 283(골드프라자 1층 C110호 중동),,박**,박**
="20250523",="20240098409",춘장포차,서울특별시 마포구 동교로 188(1층 동교동),,박**,윤**
="20250523",="20240414149",춘자네,경기도 안양시 동안구 경수대로544번길 13(더원 1층 일부호 호계동),,강**,이**
="20250523",="20150094464",춘희감자탕,서울특별시 관악구 신림로 300(2층 신림동  웅산빌딩),="028852015",이**,H***********
="20250523",="20230140067",커플(COUPLE),서울특별시 강남구 압구정로 444(지하1층 청담동),,강**,박**
="20250523",="20190341494",큰손한식뷔페,경기도 고양시 일산동구 장항로225번길 88(2층 장항동),,나**,정**
="20250523",="20240520421",키친율,경기도 군포시 당산로125번길 42(102호 금정동),,홍**,권**
="20250523",="20080046006",태양,서울특별시 중랑구 용마공원로 3(지하1층 망우동),="024320107",김**,김**
="20250523",="20120316558",티스테드,경기도 안산시 단원구 광덕1로 163(고잔동  동남레이크빌2 113 114호),,맹**,전**
="20250523",="20210389619",퍼스트커피랩 양주카페점,경기도 양주시 평화로 1220(제1동 1층 산북동),,정************,김**
="20250523",="20220503390",포케올데이 풍무점,경기도 김포시 풍무로146번길 26(2층 202호 풍무동),,김**,김*******
="20250523",="20240050024",포케올데이 용산역점,서울특별시 용산구 한강대로 54-2(2층 한강로3가),,이**,임**
="20250523",="20080029673",푸라닭 명동점,서울특별시 중구 명동7길 21(112호 124호 을지로2가),,이**,이*******
="20250523",="20190080159",푸줏간 고기도시락,서울특별시 구로구 공원로11길 42(구로동),,김**,김**
="20250523",="20220470280",풍천황제장어,경기도 시흥시 장현서2길 21(1층 일부호 장현동),,이**,이**
="20250523",="20220463054",프랭크버거 다산도농,경기도 남양주시 다산중앙로82번안길 118(다산메인타워 104호 다산동),,박**,조**
="20250523",="20160325646",플라토(Plateau),경기도 고양시 일산동구 일산로330번길 49-23(1층 일부호 마두동),,김**,C*****************
="20250603",="20230063076",하루엔소쿠 중화역점,서울특별시 중랑구 동일로 771(우측 1층 중화동),,김**,한**
="20250523",="20050281970",한점의희열 수내돈,경기도 성남시 분당구 백현로101번길 12(수내동 세인프라자 지상2층 204호),="0317175923",정**,이*******
="20250523",="20180290634",한촌설렁탕 의정부점,경기도 의정부시 둔야로 5(지상1층 의정부동),="0318769925",임**,박**
="20250523",="19850042114",행복한연탄구이,서울특별시 동대문구 답십리로 145-1(답십리동),="0222164861",김*******,한**
="20250523",="20210384945",홍희통닭,경기도 화성시 남여울2길 26(1층 일부호 능동),,이*******,이**
="20250523",="20220396334",화풍기왕왕만두,경기도 부천시 원미구 조종로 52(A-1동 1층 2호 일부호 원미동  부흥연립),,송**,A**************
="20250523",="20240161172",GS25 천호하이츠점,서울특별시 강동구 구천면로41길 87(1층 천호동),,강**,강**
="20250523",="20240291347",국수한그릇 김밥,인천광역시 서구 율도로 76(1층 일부호 석남동),,홍**,유**
="20250523",="20130281524",꼬장가(꼬마김밥 장우손부산어묵),경기도 용인시 수지구 손곡로 80(수진마을써니밸리아파트 301동상가동 1층 101호 동천동),="0312637774",강**,김**
="20250523",="20230365397",메가엠지씨커피 수원못골사거리점,경기도 수원시 팔달구 세지로 393(1층 우만동),,고**,송**
="20250523",="20190355365",메가엠지씨커피(시흥은계중앙점),경기도 시흥시 은계번영길 7(단디프라자 110호 은행동),="050713930882",최**,엄**
="20250523",="20200324024",메가엠지씨커피 평택안중점,경기도 평택시 안중읍 안현로서6길 48(1층),,유**,유*******
="20250523",="20230155166",세븐일레븐 뉴강동구청점,서울특별시 강동구 성내로5길 19(1층 성내동),,최**,김**
="20250523",="20230155363",세븐일레븐 길동엘리아트점,서울특별시 강동구 양재대로111길 52(영무 엘리아트 1층 104 105호 길동),,최**,김**
="20250523",="20230154896",세븐일레븐 천호역한강청년주택점,서울특별시 강동구 천호대로 989(1층 104호 천호동  천호역 한강 청년주택),,최**,김**
="20250523",="20200364317",세븐일레븐용인완장삼거리점,경기도 용인시 처인구 남사읍 상동로 7(1층 일부),,최**,정**
="20250523",="20230473788",송사부세마역점,경기도 오산시 독산성로 425(더퍼스트타워 세교 115호 세교동),,이**,김**
="20250523",="20180393021",순한커피,경기도 여주시 세종대왕면 마장로 64-1(1층),="0318834352",이**,정**
="20250523",="19990336094",신다래다방,경기도 오산시 오산로290번길 11(지하1층 오산동),="0313740223",이**,김**
="20250523",="20200200536",씨유 송도랜드마크시티2호점,인천광역시 연수구 랜드마크로 68(랜드마크시티센트럴더샵 401동 110일부호 송도동  랜드마크시티센트럴더샵),,채**,김**
="20250523",="20200212562",씨유검암골드점,인천광역시 서구 승학로483번길 22-3(1층일부 검암동),,장**,김**
="20250523",="20180205692",씨유부개무지개점,인천광역시 부평구 길주로 640(상가동 1층 101호 부개동  대동아파트),,이**,홍**
="20250523",="20230537314",씨유양평공흥지구점,경기도 양평군 양평읍 남북로 53-5(1층),,방**,김**
="20250523",="20120364213",온천매점,경기도 화성시 장안면 황골길 52(1층),="0313519700",오**,공**
="20250523",="20220429031",왐왐커피,경기도 안산시 단원구 구봉길 102-26(2층 대부북동),,조*******,박**
="20250523",="20230457498",월남면반 롯데백화점 일산점,경기도 고양시 일산동구 중앙로 1283(롯데백화점일산점 지하2층 일부호 장항동),,김**,김**
="20250523",="20210274233",자연드림 힐링밥상 수원점(카페),경기도 수원시 영통구 영통로 145(아이쿱수원영통센터 4층 망포동),,노**,금**
="20250523",="20100281089",자연드림 힐링밥상 분당정자점,경기도 성남시 분당구 정자로 105(새소망전인교육센타 1층 101일부호 정자동),="0317260990",부**,강**
="20250523",="20060063009",좋앗나,서울특별시 은평구 불광로 20(대조동  팜스퀘어 지상9층 E004호),="3509932",이**,이*******
="20250523",="20230473783",지에스25오산서동대로점,경기도 오산시 서동로 60(1층 서동),,김**,고**
="20250523",="20210323664",지에스25평택고덕중앙점,경기도 평택시 고덕국제4길 97(1층),,문**,윤**
="20250523",="20240108513",텐지 PC방,서울특별시 강서구 공항대로45길 68-6(상가동 지하1층 B01 B02호 등촌동  서광등촌마을),,김**,정**
="20250523",="20080358151",할리스커피 이천점,경기도 이천시 어재연로 35(1~3층 창전동),="0316356655",서**,이**
="20250523",="20190108166",GKL행복(강남코엑스2호점)어린이집,서울특별시 강남구 봉은사로68길 27(2층 삼성동),="025013395",안**,권**
="20250523",="20130355654",가온호수유치원,경기도 파주시 한빛로 70(534동 야당동  한빛마을 5단지 캐슬앤칸타빌),="0319457008",김**,이*******
="20250523",="20130053248",북서울종합사회복지관,서울특별시 강북구 한천로105길 24(202동 번동  번동2단지주공아파트),="029875077",박**,최*
="20250523",="19890364009",삼진제약㈜,경기도 화성시 향남읍 제약공단1길 52,="0313531712",최**,조**
="20250523",="20000309088",암페놀센싱코리아 유한회사,경기도 평택시 청북읍 한산길 23,="0316800715",스******,린*****
="20250523",="20070080546",(주)쿱스토어대구 성공회대점,서울특별시 구로구 연동로 320(2층 항동  부속1건물),="0226860044",박**,김**
="20250523",="20090297207",뚜레쥬르중동팰리스카운티점,경기도 부천시 원미구 장말로 225(중동  1층),="0326650092",김**,김**
="20250523",="20100306266",메가엠지씨커피 평택성동초교점,경기도 평택시 중앙로 101(1층 비전동),,김**,이**
="20250523",="20230368387",자연드림 수원센터점,경기도 수원시 영통구 영통로 145(아이쿱수원영통센터 2층 일부호 망포동),="0312020330",노**,금**
="20250523",="20220360472",자연드림 수원센터점,경기도 수원시 영통구 영통로 145(아이쿱수원영통센터 1층 일부호 망포동),,노**,금**
="20250523",="20100304172",파리바게트,경기도 광명시 금하로 458(웅신아트 107호 소하동),="028974304",권**,김**
="20250523",="20140325605",후앙,경기도 고양시 일산동구 일산로135번길 4(후앙프라자 1층 일부호 백석동),="0319025528",박**,임**
