인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250605",="19940375093",그린식당,경기도 여주시 가남읍 솔모로그린길 171,="07040086006",구**,김**
="20250605",="20160069548",금수연남,서울특별시 마포구 동교로39길 7(2층 연남동),,신**,이**
="20250605",="20050105101",김밥천국,서울특별시 강남구 학동로4길 20(논현동 지상1층),="0234462524",심*******,S***************
="20250605",="20190076449",김밥이야기,서울특별시 강서구 등촌로39길 31(1층 등촌동),="0226422001",성**,오**
="20250605",="20030059322",김밥천국,서울특별시 노원구 동일로218길 17(상계동 일신상가 103호),="9333554",한**,이**
="20250605",="20220086168",김선생 불닭발 마포본점,서울특별시 마포구 숭문길 98(1층 117호 염리동  마포자이 더 센트리지),,황*******,황**
="20250605",="20200098859",깐부치킨 사당역점 KKANBU CHICKEN,서울특별시 서초구 방배천로 21(1층 방배동),,조**,황**
="20250605",="20220417422",꽃길뼈해장국감자탕1994,경기도 광명시 일직로 72(B동 1층 118호 119호 일직동),,길************,길**
="20250605",="19960106205",꾸아 강남역CGV점,서울특별시 강남구 강남대로102길 11(역삼동),,J********,김*
="20250605",="20200378715",남도한식부페,경기도 김포시 대곶면 대곶로 386(1층),="0319976859",전**,이*******
="20250605",="20230398249",누누가 소문난 밀크티,경기도 안양시 만안구 장내로139번길 51(3층 안양동),,조**,이**
="20250605",="20100348199",다도한식뷔페4호점,경기도 용인시 처인구 원삼면 죽양대로 1986(1층),,최**,이**
="20250605",="20110323217",다송,경기도 고양시 덕양구 화신로272번길 58(화정동  영프라자빌딩802호),,이**,윤**
="20250605",="20090285736",담가 화로구이 의정부민락점,경기도 의정부시 용민로 123(민락동 지상1층),="0318523881",오**,김**
="20250605",="19900290007",대교풍천민물장어,경기도 안양시 만안구 안양로 414(1층 일부호 안양동),="0314483704",김**,김**
="20250605",="20220462891",더존푸드,경기도 남양주시 다산순환로 20(다산 현대프리미어캠퍼스 씨씨02-022 023 024 025호 다산동),,김**,소**
="20250605",="20040292505",동강민물매운탕,경기도 안양시 동안구 관양로 125(1층 관양동),="0313840377",임**,정**
="20250605",="20130208827",드림파크CC점클럽하우스,인천광역시 서구 자원순환로260번길 46(드림파크 클럽하우스 2층 백석동),,구**,김**
="20250605",="20140208255",드림파크CC점스타트하우스1,인천광역시 서구 자원순환로260번길 46(드림파크 스타트하우스1 백석동),="0325601717",구**,김**
="20250605",="20140208258",드림파크CC점스타트하우스2,인천광역시 서구 자원순환로260번길 46(드림파크 스타트하우스2 백석동),="0325601717",구**,김**
="20250605",="20140208254",드림파크CC점그늘집1,인천광역시 서구 자원순환로260번길 46(드림파크하우스2 백석동),="0325601717",구**,김**
="20250605",="20140208251",드림파크CC점그늘집2,인천광역시 서구 자원순환로260번길 46(드림파크하우스3 백석동),="0325601717",구**,김**
="20250605",="20140208250",드림파크CC점그늘집3,인천광역시 서구 자원순환로260번길 46(드림파크하우스4 백석동),="0325601717",구**,김**
="20250605",="20240114152",등촌샤브칼국수 오류동역점,서울특별시 구로구 오류로8길 65(1층 오류동),,장**,송**
="20250605",="20220139736",땡삼 김밥,서울특별시 송파구 마천로51길 22(1층 마천동),,김**,손**
="20250605",="20210050634",뜸들이다,서울특별시 성북구 안암로 59(1층 안암동5가),="029299514",임**,우**
="20250605",="20210069821",라멘야누,서울특별시 마포구 동교로 262-3(하늘드리움 지1층 연남동),,임**,정**
="20250605",="20210033450",레이나,서울특별시 용산구 청파로47길 20-2(지하1층 청파동2가),,최**,최*******
="20250605",="20170209480",릉라도면옥(綾羅島),인천광역시 서구 청마로 177(1층 일부호 당하동),="0325623992",전**,H******************
="20250605",="20200040030",리앤리에프앤비,서울특별시 광진구 동일로52길 3(2층 군자동),,이**,이**
="20250605",="20210025790",마디그라 종로점,서울특별시 종로구 우정국로2길 29(지하1층 관철동),="025622982",김*******,김**
="20250605",="20220497847",마장불쭈꾸미,경기도 이천시 마장면 서이천로 69(1층),,원**,양**
="20250605",="20200084088",마피아피자&펍 금천롯데캐슬점,서울특별시 금천구 시흥대로 291(310동 2층 218호 독산동  금천롯데캐슬골드파크3차),,조**,김**
="20250605",="20230391830",만남의 찻집,경기도 의정부시 가능로119번길 3(지상 1층 가능동),,이**,이**
="20250605",="20180372176",말리타이,경기도 파주시 명동길 44(2층 금촌동),,김**,F**************
="20250605",="20230129721",말통커피 남부터미널점,서울특별시 서초구 서초중앙로 15(102-1호 서초동  현대슈퍼빌),,오**,이**
="20250605",="20220357107",매산술집,경기도 수원시 팔달구 향교로 25-1(4층 매산로2가),,신**,김**
="20250605",="20170369059",매산리 옛날삼겹살,경기도 광주시 매자리길 16(1층),,송**,문**
="20250605",="20080086978",목단강커피호프,서울특별시 영등포구 디지털로37길 9(대림동 지하1층),,Z*****************,Y*********************
="20250605",="20140193473",무화가 장수족발,인천광역시 미추홀구 토금남로 11(용현동),="0324469232",T******************,장**
="20250605",="20210374815",미스터.유(Mr.you),경기도 이천시 장호원읍 샘재로147번길 17-2(2층),,유**,유*******
="20250605",="20110042353",미옥이네,서울특별시 동대문구 홍릉로3길 22(1층 제기동),="029601717",남**,전**
="20250605",="20200325043",방가방가,경기도 동두천시 생연로 180-1(1층 생연동),,신**,윤**
="20250605",="20030348007",본스치킨(양지점),경기도 용인시 처인구 양지면 양지로 156(외1필지),,홍**,김**
="20250605",="20250387033",불아더숯불바베큐 수원권선점,경기도 수원시 권선구 권선로694번길 26(110동 2층 202호 일부호 권선동  수원시청역 SK VIEW),,이**,최**
="20250605",="20200202528",비비큐인천시청점,인천광역시 남동구 정각로 14(가온누리 1층 105호 106호 구월동),,박**,장**
="20250605",="20210361055",비에이치씨 감일점,경기도 하남시 감일로102번길 24(1층 감일동),,김**,양**
="20250605",="20240492152",사이공 본가,경기도 고양시 일산동구 중앙로 1206(뉴코아백화점일산점 8층 일부호 마두동),,장*******,장**
="20250605",="19930375068",산너머식당,경기도 여주시 가남읍 연대1길 37,="0318847000",구**,김**
="20250605",="20000370136",삼동소바 양주점,경기도 양주시 부흥로2092번길 63-16(삼숭동),="0318478209",엄**,김**
="20250605",="20160338382",상상오리시흥정왕점,경기도 시흥시 역전로290번길 13(102호 정왕동),="0315018030",장**,강*
="20250605",="20230053747",상하이제니 본점,서울특별시 광진구 동일로20길 71(1층 자양동),,풍*************,오**
="20250605",="20230470483",샤화숲 별내점,경기도 남양주시 순화궁로 482(별내 자이엘라 근린생활시설 109호 110호 111호 112호 별내동),,김**,홍**
="20250605",="20190391669",샴발라(대식당),경기도 포천시 군내면 청군로 2856-93(주건축물제2동 2층),="0315315461",구**,김**
="20250605",="20240577190",샴발라(스타트하우스),경기도 포천시 군내면 청군로 2856-93(주건축물제2동 지하1층),="0315380500",구**,김**
="20250605",="20190203262",선장포차,인천광역시 남동구 소래역로 12(소래포구 종합어시장 1층 424호  425호 논현동),,김**,김**
="20250605",="20200077631",성수완당 마곡점,서울특별시 강서구 마곡중앙6로 45(리더스퀘어마곡 2층 211호 마곡동),,박**,박**
="20250605",="20230067933",소나무여성전용불한증막 매점,서울특별시 성북구 아리랑로 7(해피엔딩 오피스텔 지하1층 동소문동6가),,우**,류**
="20250605",="19940375092",솔메식당,경기도 여주시 가남읍 솔모로그린길 171,="0318847000",구**,김**
="20250605",="20110301116",송내 도마순대국,경기도 부천시 소사구 송내대로27번길 13-8(송내동  105호 106호 107호),="0326622226",김**,권**
="20250605",="20240405142",송산만두,경기도 의정부시 충의로57번길 25(지상1층 101호 용현동),,정**,박**
="20250605",="20230404015",수호푸드,경기도 부천시 소사구 소사동로 117(1층 일부호 괴안동),="0323448882",이*******,이**
="20250605",="20170084593",쉴낙원 서울장례식장,서울특별시 금천구 서부샛길 732(지하1층 가산동),="0226834444",김**,허**
="20250605",="20210025552",슈가스컬 종로점,서울특별시 종로구 우정국로2길 29(코너스톤 8층 관철동),="025622982",김*******,김**
="20250605",="20210331695",신신마라탕 원곡점,경기도 안산시 단원구 원곡로 50(1층일부 원곡동),,J*********,최**
="20250605",="20160362204",신통큰짬뽕,경기도 김포시 대곶면 대명항로 461,="0319883801",김**,Y*****
="20250605",="20250097886",쌀베베 공덕점,서울특별시 마포구 백범로 152(201동 1층 11호 공덕동  공덕파크자이),,허**,허******
="20250605",="20230102777",악마 갈비찜,서울특별시 강서구 우장산로 7(장원빌딩 1층 102-2호 내발산동),="07048336393",심**,조**
="20250605",="20060193371",야들리애치킨(도화제일시장점),인천광역시 미추홀구 제일로 31(도화동 114호),,손**,허**
="20250605",="20190077240",양은이네 발산역점,서울특별시 강서구 강서로 360(솔레드림 1층 110~112호 내발산동),="0236658836",문**,정**
="20250605",="20230494200",어썸(ASOME)베이커리카페,경기도 용인시 기흥구 하갈로86번길 3(1 2층 하갈동),,김**,김**
="20250605",="20240466327",엄마네 생선구이,경기도 평택시 안중읍 안현로서8길 31-4(2층),,이**,윤**
="20250605",="20100029628",에이셉피자 신당점,서울특별시 중구 다산로44길 89(신당동 1층),="22524995",이*******,이**
="20250605",="19960094369",엠브로돈까스 서울대입구역점,서울특별시 관악구 관악로 174(2층 2호 봉천동),="028784550",J****,전**
="20250605",="19910375040",연산홍식당,경기도 여주시 가남읍 솔모로그린길 171,="0318847000",구**,김**
="20250605",="20250263064",영종도 조개원칙 구읍뱃터직영점,인천광역시 중구 은하수로 1(오션뷰 2층 201 202호 중산동),,박**,박**
="20250605",="20240263177",영종도 청춘조개 구읍뱃터직영점,인천광역시 중구 영종진광장로 52(블루오션프라자 2층 204 205호 중산동),="050713396798",박**,박**
="20250605",="20060309045",옛날돈까스,경기도 평택시 포승읍 포승공단로 234,="0316817706",이**,정**
="20250605",="20220067417",오사카데스 서울창동점,서울특별시 도봉구 도봉로136가길 73(104동 105호 창동  북한산한신휴플러스아파트),,박**,홍**
="20250605",="20180056434",올래철판곱창,서울특별시 도봉구 도봉로150다길 28(1층 102호 방학동  방학지음재힐스),="029547271",이**,김**
="20250605",="20240514603",와따치킨,경기도 시흥시 솔고개길 4-7(1층 102호 목감동),,김**,엄**
="20250605",="20230492119",우림분식,경기도 용인시 처인구 포곡읍 백옥대로1898번길 30(상가동 B102호),,신**,임**
="20250605",="20130355294",원여사순대국,경기도 파주시 문산읍 문향로 17-43(1층),,박**,이**
="20250605",="20230254056",월미도 청춘조개2호점,인천광역시 중구 월미문화로 21(2층 북성동1가),,박**,박**
="20250605",="20120190376",월미도 청춘조개2호점 1층,인천광역시 중구 월미문화로 21(북성동1가  1층),="0327779583",박**,박**
="20250605",="20130202219",육회바른연어 부평시장역점,인천광역시 부평구 부흥로 264(110호 부평동  동아웰빙타운),,손**,김**
="20250605",="20230254579",을왕리 진주조개 본점,인천광역시 중구 용유서로423번길 29(1층 을왕동),="050713846798",박**,박**
="20250605",="20230254368",을왕리 조개부심 본점,인천광역시 중구 용유서로 380-12(1층 을왕동),="0327472277",박**,박**
="20250605",="20230035132",의생명연구원 카페테리아,서울특별시 종로구 대학로 101(의생명연구원 1층 연건동),,구**,김**
="20250605",="20100094899",이디야 신대방역점,서울특별시 관악구 난곡로 368(신림동 지상2층),,신**,박**
="20250605",="20190290743",이쯔방,경기도 의정부시 용민로 198(지상1층 104호 민락동),="0318517600",방*******,방**
="20250605",="20230035211",익선 정육,서울특별시 종로구 돈화문로11다길 9(스타호스텔 인사동 1층 돈의동),,이**,이*******
="20250605",="19830025276",인사샤브정,서울특별시 종로구 인사동6길 14(1층 인사동),="027326878",이**,김**
="20250605",="20230115788",인더박스 여의도 IFC점,서울특별시 영등포구 국제금융로 10(서울 국제금융 센터 IFC몰동 지하3층 380호 여의도동),,구**,김**
="20250605",="20180029202",잉치킨 만리점,서울특별시 중구 만리재로 175(서울역 센트럴자이  402동 1층 103호 만리동2가),,김**,최**
="20250605",="20210339364",자인명,경기도 고양시 덕양구 권율대로 890(중앙프라자 4층 404호 신원동),,김**,윤**
="20250605",="20090370281",장군포차,경기도 양주시 평화로1466번길 7(덕계동),="0318730189",임**,김**
="20250605",="19910375039",장미식당,경기도 여주시 가남읍 솔모로그린길 171,="0318847000",구**,김**
="20250605",="20010364516",장독대 한식뷔페,경기도 화성시 봉담읍 덕우공단1길 35,="0312272202",조**,오**
="20250605",="20000370133",장흥골,경기도 양주시 장흥면 권율로 78(1층),="0318298918",이**,최**
="20250605",="20240489438",전주 엄마보리보리밥,경기도 고양시 덕양구 충장로123번길 20(샘터마을3단지 상가 203호 행신동),,유**,유**
="20250605",="20200372561",정통집 야당점,경기도 파주시 경의로 1042(더진빌딩 105호 야당동),,남**,김**
="20250605",="20220357553",조가네갈비,경기도 수원시 팔달구 중부대로17번길 13(1층 영동),,조**,조*******
="20250605",="20240263450",조개윤슬 을왕리직영점,인천광역시 중구 용유서로423번길 34(엘림비치존 3차 4층 을왕동),,박**,박**
="20250605",="20240263370",조개뷰 을왕리,인천광역시 중구 용유서로423번길 7(3층 을왕동),,박**,박**
="20250605",="20230115799",조선부뚜막 영등포문래점,서울특별시 영등포구 도림로141길 3(1층 문래동2가),,곽*******,곽**
="20250605",="20000327056",조선옛날갈비,경기도 고양시 일산서구 일현로 122(121호 탄현동  탄현마을 상가동),="0319156618",조**,최**
="20250605",="20240263271",조우 월미도,인천광역시 중구 월미문화로 95(2층 203호 북성동1가),,박**,박**
="20250605",="20220473726",주식회사 냉삼포차,경기도 군포시 산본로323번길 26-12(태경빌딩 107호 108호 산본동),="0313995927",김**,김**
="20250605",="20250279080",주식회사 솔비,인천광역시 남동구 구월로 305(주한샘물산 9층 일부3호호 만수동),,안**,서**
="20250605",="20040193848",주식회사 주안반점,인천광역시 미추홀구 주안동로 29(주안동),="0324221123",김**,김**
="20250605",="20200297463",진라이평촌점,경기도 안양시 동안구 관평로 186(3층 관양동),,유************,유************
="20250605",="19910375043",진달래식당,경기도 여주시 가남읍 솔모로그린길 171,="0318847000",구**,김**
="20250605",="20250569014",짱칼국수,경기도 광주시 초월읍 현산로 323(1층),,안**,허**
="20250605",="20070338926",차오름한식뷔페,경기도 시흥시 봉우재로175번길 33(1층 일부호 정왕동),,오**,임**
="20250605",="20080297177",처갓집양념치킨 역곡점,경기도 부천시 원미구 역곡로58번길 47(역곡동  부천동부센트레빌 3단지 상가 103호),="0323459288",이**,박**
="20250605",="19730279004",철뚝길 본점,경기도 성남시 중원구 공원로320번길 22(중앙동),="0317345279",최*******,최************
="20250605",="20240569969",청기와보리밥,경기도 광주시 퇴촌면 정영로 885-4(1층),,이**,문**
="20250605",="20220130861",청담 명화옥 소곰탕 전문점,서울특별시 강남구 도산대로89길 29(지상1층 102호 청담동),,강*******,강**
="20250605",="20230035674",청킹마마 종로점,서울특별시 종로구 우정국로2길 29(2 3층 관철동),="025622982",김*******,김**
="20250605",="20220246952",청춘조개 월미도직영점 1층,인천광역시 중구 월미문화로 21-2(1층 북성동1가),="050713041853",박**,박**
="20250605",="20240263022",청춘조개 회 루프탑,인천광역시 중구 월미로260번길 14(2층 3층옥상층 북성동1가),,박**,박**
="20250605",="19990190244",청춘조개 월미도직영점,인천광역시 중구 월미문화로 21-2(2층  옥상층 북성동1가),,박**,박**
="20250605",="20250263063",청춘조개 구읍뱃터별관,인천광역시 중구 영종진광장로 52(블루오션프라자 2층 209호 중산동),,박**,박**
="20250605",="20200192884",청춘조개 을왕본점,인천광역시 중구 용유서로423번길 7(2층 전체 을왕동),,박**,박**
="20250605",="20230512016",치킨플래닛 구래,경기도 김포시 김포한강10로133번길 52(1층 109 110 111호 구래동),,배**,이**
="20250605",="20190361624",카페홍대쌀국수(미사강변점),경기도 하남시 미사강변대로226번길 26(미사원프라자 1층 102호 망월동),,이**,T***********
="20250605",="20210393227",캣츠,경기도 여주시 가남읍 태평중앙1길 3(1층),,C*********,강**
="20250605",="20180099942",커피레스트,서울특별시 서초구 서운로 19(서초월드오피스텔 B3호 서초동),,박**,민**
="20250605",="20100094204",케이펍 사당점,서울특별시 관악구 남현1길 47(지하1층 남현동),="025215244",김**,장**
="20250605",="20180206136",케이엠쥐엠(KMGM)인천부평점,인천광역시 부평구 시장로30번길 5(부평테마프라자 3층 302호 부평동),,김**,구**
="20250605",="20070106552",콩,서울특별시 강남구 논현로146길 11(논현동 지하1층),,장**,박**
="20250605",="20220256816",크라운호프 송도한라웨스턴파크점,인천광역시 연수구 아트센터대로168번길 100(한라 웨스턴파크 송도 101호 송도동),,정**,박**
="20250605",="20130332503",큰손식당,경기도 남양주시 홍유릉로 315(1층 금곡동),,최**,김**
="20250605",="20230102954",킹타코야끼,서울특별시 강서구 우장산로 7(장원빌딩 1층 102-3호 내발산동),="07048336393",심**,조**
="20250605",="20200324232",탄막,경기도 평택시 안중읍 현화중앙길 78(1층),,김**,홍**
="20250605",="19960025751",통밀로만,서울특별시 종로구 종로 370(숭인동),="022318004",정**,윤**
="20250605",="20240097088",티바두마리치킨&순살몬스터 망원점,서울특별시 마포구 망원로 16(101동 1층 상가101호 일부 1호 망원동  참존2차아파트),,이**,김**
="20250605",="20210070977",파크사이드,서울특별시 마포구 백범로16안길 31(1 2층 대흥동),,이*******,이**
="20250605",="20140360256",페리카나 보개점,경기도 안성시 보개면 남사당로 1-3,,신**,송**
="20250605",="20210324389",평택이편안요양병원 장례문화원,경기도 평택시 안중읍 서동대로 1831-16(평택 의료시설 주건축물 제A동 지1층),,이**,현**
="20250605",="20230101655",포케올데이 화곡점,서울특별시 강서구 화곡로26가길 32(1층 화곡동),="050714660239",황**,김**
="20250605",="20050106603",프로티너(PROTEINER) 선릉점,서울특별시 강남구 선릉로90길 56(대치동 대우아이빌명문가101동지상1층111호),="025656001",이*******,배**
="20250605",="20240147512",프로티너(PROTEINER) 역삼역점,서울특별시 강남구 테헤란로 152(강남파이낸스센터 B1층 P3호 역삼동),,이*******,배**
="20250605",="20230140636",프로티너(PROTEINER) 강남역점,서울특별시 강남구 강남대로78길 12(예미프레스티지 지상1층 101호 중 102호 역삼동),,이*******,배**
="20250605",="20230374375",피자스톰 수원권선점,경기도 수원시 권선구 매실로 51(1층 104호 호매실동),,윤**,표**
="20250605",="20010033084",하노이 쌀국수(PHO HANOI),서울특별시 용산구 청파로45길 34(청파동2가 지상1층),,원**,N***********
="20250605",="20030350296",하다코(HADACO),경기도 용인시 기흥구 관곡로 92(구갈동 110-1 2호),="0312877663",이*******,이**
="20250605",="20220378849",한상,경기도 성남시 분당구 판교역로 180(알파타워 1층 101호 삼평동),="0317787736",이**,강**
="20250605",="20220432129",한상솜씨,경기도 안산시 상록구 항가울로 422(롯데마트 3층 일부 성포동),="07041620480",강**,김**
="20250605",="19910375042",한일레스토랑,경기도 여주시 가남읍 솔모로그린길 171,="0318847000",구**,김**
="20250605",="19920193558",허가네,인천광역시 미추홀구 미추홀대로 500(주안동),="0328679094",허**,허**
="20250605",="20050091130",황새골손칼국수,서울특별시 동작구 상도로37길 74(상도동),="0232805959",최**,한**
="20250605",="20240569951",흥주선비국밥 경기광주,경기도 광주시 문화로 29(1층 101호 역동),,전**,이**
="20250605",="20180025947",(주)아워홈 LG광화문빌딩점,서울특별시 종로구 새문안로 58(LG광화문빌딩 지하2층 신문로2가),="0802347575",구**,김**
="20250605",="20140107852",(주)아워홈 카페그랑,서울특별시 강남구 테헤란로4길 39(지상1층 역삼동  강남대성빌딩),,구**,김**
="20250605",="20230425806",(주)아워홈기아오토랜드광명점,경기도 광명시 기아로 113(기아오토랜드 2공장 2층 일부호 소하동),,구**,김**
="20250605",="20230518349",(주)아워홈 동탄DS큐브 카페,경기도 화성시 동탄기흥로 475(동탄역에이스큐브 1층 107호 오산동),,구**,김**
="20250605",="20210341515",CU일산강촌마을점,경기도 고양시 일산동구 강송로 170(현대프라자 1층 109일부호 마두동),,조**,오**
="20250605",="20230522610",GS25 오포매산점,경기도 광주시 양벌로 374(1층 일부호 매산동),,송**,유**
="20250605",="20220423160",감성커피평택송탄점,경기도 평택시 특구로27번길 67(1층 서정동),,최**,강**
="20250605",="20250127186",과일박사 김박사,서울특별시 동작구 사당로2차길 72(1층 사당동),,손**,손*******
="20250604",="20250127186",과일박사 김박사,서울특별시 동작구 사당로2차길 72(1층 사당동),,김**,손**
="20250604",="20250127186",과일박사 김박사,서울특별시 동작구 사당로2차길 72(1층 사당동),,김**,손**
="20250605",="20210321644",내리사랑,경기도 평택시 팽성읍 내리길 64-23(내리캠핑장 1동 1층),="0316570844",우**,장**
="20250605",="20240473321",달롱도르 요거트 아이스크림 상록수점,경기도 안산시 상록구 용신로 260(1층 일부 사동),,황*******,황**
="20250605",="20190391756",더벤티,경기도 포천시 소흘읍 솔모루로 75(가동  1층),,박**,최**
="20250605",="20240045076",마이티팡 카페베이커리,서울특별시 중구 다산로 56(지2층 201호 신당동  남산정은스카이아파트),,윤**,황*******
="20250605",="20230140051",매머드 익스프레스 역삼FnF점,서울특별시 강남구 테헤란로39길 55(지상1층 101호 역삼동),,김**,장**
="20250605",="20240098363",메가엠지씨커피 서울성산초점,서울특별시 마포구 월드컵로 37(합정동웰빙센터 1층 102 103호 합정동),,홍**,김**
="20250605",="20230502048",메가엠지씨커피 파주LG디스플레이단지점,경기도 파주시 월롱면 엘씨디로 16(LCD파크 B동 1층 158호),="0319446030",김**,나**
="20250605",="20140042377",멕커피,서울특별시 동대문구 외대역동로 19(1층 휘경동),,정**,원**
="20250605",="20210208855",반올림피자 계산점,인천광역시 계양구 장제로 797(정현빌딩 1층 일부호 계산동),="0325558886",안**,김**
="20250605",="20230131652",백억커피 교대역점,서울특별시 서초구 서초중앙로22길 25(103호 서초동  서초리시온),,김**,김*******
="20250605",="20170277315",베베앙쥬 위례점,경기도 성남시 수정구 위례서일로3길 4(4층 401호 창곡동  대원프라자),,이**,강*******
="20250605",="20190282139",빽다방 성남신흥역점,경기도 성남시 수정구 산성대로 267(1층 119-1호 신흥동),="0317238889",송**,김**
="20250605",="20250050039",소림사,서울특별시 용산구 한강대로15길 9(1층 105호 한강로3가),,김**,김*******
="20250605",="20220517502",송추숲카페,경기도 양주시 장흥면 가마골로 188-53(주건축물제C동 1 2층),,이**,김**
="20250605",="20240046478",쇼토,서울특별시 중구 남대문로 81(롯데백화점 본점 지하1층 소공동),,이**,이**
="20250605",="20220420966",스택빈 지제동삭점,경기도 평택시 지제동삭2로 181-26(Adriamedi Tower 1층 107호 동삭동),,오**,이**
="20250605",="20220067558",씨유 방학학마을점,서울특별시 도봉구 방학로6가길 83(1층 방학동),,박**,박**
="20250605",="20150370187",씨유 양주율정점,경기도 양주시 옥정동로 162(옥정동  주공13단지 상가 102호1층 일부),,박**,주**
="20250605",="20230440349",씨유 안산부곡점,경기도 안산시 상록구 부곡로 107(1층 101호 부곡동),,구**,강**
="20250605",="20240114406",씨유 신도림대림점,서울특별시 구로구 신도림로 16(상가 2동 1층 105호 신도림동  신도림 대림아파트),,박*******,박**
="20250605",="20210331309",엘에스카페(LS Cafe),경기도 안산시 단원구 산단로 31(엘에스오토모티브주식회사 C동 3층 일부 원시동),,구**,김**
="20250605",="20240477051",엘에스카페(LS Cafe),경기도 안산시 단원구 능길로 94(엘에스오토모티브주식회사 집단급식소내 성곡동),,구**,김**
="20250605",="20200115033",오라베이커리,서울특별시 송파구 법원로4길 17(프라비다옥토 105호 문정동),,신**,염**
="20250605",="20180215055",옹진공예협동조합,인천광역시 옹진군 영흥면 선재로 276,,안**,김**
="20250605",="20230491110",을찌로국물떡볶이용인천리점,경기도 용인시 처인구 이동읍 백옥대로 640-1(1~2층 일부),,박**,이**
="20250605",="20220460066",젤라또로플,경기도 남양주시 두물로39번길 47-1(1층 일부 별내동),,임*******,임**
="20250605",="20210033508",카멜커피 16호점(camel coffee),서울특별시 용산구 이태원로55길 60-16(지하3층 한남동),,하*******,박**
="20250605",="20230484414",카페아페쎄 롯데타임빌라스점,경기도 의왕시 바라산로 1(롯데프리미엄아울렛 타임빌라스 2층 학의동),,박**,김**
="20250605",="20240492264",카페인 마골(caffeine Magol),경기도 고양시 일산동구 마골길 21-4(1층 일부호 성석동),,박**,신*******
="20250605",="20190077812",커피588,서울특별시 강서구 강서로7길 147(1층 102호 화곡동),="0226980588",황**,황*******
="20250605",="20200299868",투썸플레이스 부천범박점,경기도 부천시 소사구 양지로40번길 7(양지빌딩 105 203호 괴안동),,L***************,김**
="20250605",="20220123365",파운데이 서초점,서울특별시 서초구 서운로11길 34(1층 서초동),,지**,박**
="20250605",="20080273046",푸드엔미,경기도 수원시 권선구 서부로 1937(수원 농수산물 종합유통센터 구운동),,신**,전**
="20250605",="19920193551",화신다방,인천광역시 미추홀구 낙섬중로 50(용현동 지하1층),="0328871666",정**,김**
