인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250609",="20240148653",로코 하우스,서울특별시 강남구 테헤란로108길 8(유민빌딩 지상1층 대치동),,손**,손**
="20250609",="19970025314",마띠에르(Matiere),서울특별시 종로구 대학로11길 41-6(1층 명륜4가),="0236727337",이**,이**
="20250609",="20020348354",마평전,경기도 용인시 처인구 경안천로32번길 28(마평동),,남***,구**
="20250609",="19920193394",마포왕소금구이,인천광역시 미추홀구 인하로 316(주안동),="4232858",박**,이**
="20250609",="20100332344",맛찬밥상 정,경기도 남양주시 수동면 남가로 1724,="0315597586",이**,조**
="20250609",="19970056371",맥시칸 창동 노해로점,서울특별시 도봉구 노해로63다길 6(창동),="029995866",박**,유**
="20250609",="20140205228",명성왕족발,인천광역시 계양구 계산시장길 7(1층 일부호 계산동),="0325484050",김**,한**
="20250609",="20160271092",명원,경기도 수원시 장안구 파장천로 91(파장동),="0312688277",유**,이**
="20250609",="20220497358",명서쿠 소쿠고담점,경기도 이천시 대월면 대산로288번길 75(아미가든쇼핑센타 B동 지하1층 105호),,최**,지**
="20250609",="20230107514",명품가 병천순대,서울특별시 구로구 구로중앙로28길 43(1층 101호 구로동),,신**,김**
="20250609",="20070267113",모토이시 인계점,경기도 수원시 팔달구 효원로249번길 46-19(1층 인계동),="0312673351",김**,이**
="20250609",="20080086978",목단강커피호프,서울특별시 영등포구 디지털로37길 9(대림동 지하1층),,Y*********************,C*********************
="20250609",="20150338357",목보(Moc Bo),경기도 시흥시 중심상가3길 9(2층 201호 정왕동  청진빌딩),="0315035881",이**,방**
="20250609",="20240477275",무근본다방 선부점,경기도 안산시 단원구 삼일로 310(서울프라자 122호 선부동),,신*******,신**
="20250609",="20130273209",문포차(Moon포차),경기도 수원시 권선구 세지로 74-1(권선동  1층),="0312225666",차********************,문**
="20250609",="20050304465",뭉텅철산직영점,경기도 광명시 철산로 24(철산동  다인빌딩1층),="0226174600",방*******,정**
="20250609",="20160080925",미연호프,서울특별시 구로구 도림로3길 3-6(1층 구로동),,최**,X*******
="20250609",="20020190314",미향아구탕,인천광역시 중구 연안부두로43번길 17(항동7가),="0328855922",이**,김**
="20250609",="19980053543",바베큐 돌돌 오리&돼지,서울특별시 강북구 월계로7나길 28(미아동),,황**,홍**
="20250609",="20100281487",바름 수내역점,경기도 성남시 분당구 수내로46번길 11(수내동 대덕글로리 1층 116호 117호일부),="0317170380",정**,김*******
="20250609",="20190290401",바코드(Barcode)19,경기도 의정부시 오목로205번길 36(골드프라자골드하우스 지상2층 202일부 203호 민락동),,이**,최**
="20250609",="19950106891",보노보노삼성점,서울특별시 강남구 테헤란로 508(대치동),="025621239",고*******,고*******
="20250609",="20210080045",본죽앤비빔밥카페 구로항동점,서울특별시 구로구 서해안로 2104(엠프라자 1층 108호 항동),,김**,조**
="20250609",="20230269135",본죽&비빔밥 인천구월힐캐슬점,인천광역시 남동구 용천로 82(다옴프라자 1층 109호 구월동),,윤**,안**
="20250609",="20130281744",봉구스밥버거 서현점,경기도 성남시 분당구 중앙공원로31번길 42(서현동  서현파크프라자  1층 138호 일부),="0317022228",표**,유**
="20250609",="20230092616",봉평메밀국수 공덕점,서울특별시 마포구 도화길 32(삼성아파트 지1층 120 121 122호 도화동),,박**,이**
="20250609",="20130059395",북한강민물매운탕,서울특별시 노원구 동일로173가길 108(공릉동  1층),,김**,조**
="20250609",="20220054922",불맥,서울특별시 중랑구 사가정로 359(우측  1층 면목동),,장**,박**
="20250609",="19990360344",비비큐 안성금산점,경기도 안성시 대학로 70(주은청설상가 B동 103호 금산동),="0316779292",김**,유**
="20250609",="20190391515",비비큐bbq(포천하심곡점),경기도 포천시 신북면 포천로 2159(1층),,강**,김**
="20250609",="20220261092",비에스(BS)당구카페,인천광역시 남동구 인하로 497-24(조한빌딩 10층 1001호 일부호 구월동),,박**,이**
="20250609",="20230092667",비에이치씨(bhc) 합정점,서울특별시 마포구 포은로 50(1층 일부호 합정동),,임**,박**
="20250609",="20170205545",비에치씨 계양구청점,인천광역시 계양구 오조산로57번길 7(1층 104호 계산동  성림프라자),,윤**,이**
="20250609",="20210053272",빙수로,서울특별시 강북구 도봉로18길 149(1층 102호 미아동  태양빌라),,신**,이**
="20250609",="20230508341",사계절수산,경기도 안성시 원곡면 만세로 1431(1층),,이**,김**
="20250609",="20220038014",산해촌,서울특별시 용산구 한강대로80길 3-4(1 2층 남영동),,권************,이**
="20250609",="20240489454",삶은고기국수 메리그라운드 향동점,경기도 고양시 덕양구 향동로 217(DMC플레스데시앙 RB121호 일부호 향동동),,이**,홍**
="20250609",="20220436423",삼백돈돈가츠 안산고잔점,경기도 안산시 단원구 광덕대로 138(골든에이스프라자 1층 101 102호 고잔동),,천**,정**
="20250609",="20060290167",생생삼겹살&두루치기,경기도 안양시 만안구 전파로 70(안양동 지상1층),,윤**,이**
="20250609",="20220509573",생활맥주 동탄호수공원점,경기도 화성시 동탄대로5길 32(루나갤러리 지2층 B211호 B212호 송동),,박*******,박**
="20250609",="19950285217",서돈(동오점),경기도 의정부시 추동로19번길 18(신곡동 지상1층),="03518487799",이*******,이**
="20250609",="19970292044",서래쭈꾸미,경기도 안양시 동안구 평촌대로223번길 19(205호 호계동  대건상가),="0313826926",박**,윤**
="20250609",="20180341429",석암생소금구이 일산웨스턴돔점,경기도 고양시 일산동구 중앙로1261번길 57(레이크프라자-1 1층 105 106호 장항동),,김**,조**
="20250609",="20080368255",설가네쌈밥,경기도 광주시 남종면 산수로 1603,="0317663857",한**,이**
="20250609",="20240145430",세븐패티버거 압구정로데오점,서울특별시 강남구 선릉로 815(신한양빌딩 지상1층 11호 신사동),,김*******,한**
="20250609",="20220107262",소림마라영등포점,서울특별시 영등포구 영등포로28길 5(36 37 43 44 45호 당산동1가  당산동코오롱주.상복합아파트),,이*******,이**
="20250609",="20170353683",손골 한우마을,경기도 용인시 수지구 동천로 367(1층 동천동),="0312727665",심*******,심**
="20250609",="20240280176",송도만두 구월아시아드점,인천광역시 남동구 인하로 607(모아프라자 1층 104호 구월동),,김**,이*******
="20250609",="20240384163",수곱도리탕 수원정자점,경기도 수원시 장안구 영화로85번길 2(1층 정자동),="03180131192",박**,박*******
="20250609",="20210108987",수퍼 강남구청점,서울특별시 강남구 학동로56길 33(지상1층 삼성동),,권**,권**
="20250609",="20210272340",스시이안앤 수원역점,경기도 수원시 팔달구 향교로 1-1(2층 매산로1가),,김************,김*
="20250609",="20240460990",승승장구,경기도 평택시 서재1길 55(1층 동삭동),,최*******,최**
="20250609",="20130333253",시골추어탕 메기매운탕,경기도 남양주시 화도읍 경춘로창벌2길 17(1층),="0315911747",이**,최**
="20250609",="20230272505",시즌즈 하우스,인천광역시 부평구 부평대로 121(나동 1층 일부호 부평동),,선**,임**
="20250609",="20220090431",신떡순신천할매떡볶이 신월점,서울특별시 양천구 곰달래로5길 60(1층 신월동),,김**,김**
="20250609",="20070316747",신향성,경기도 안산시 단원구 선부광장1로 182(선부동  1071-12  송천빌딩 107호),="0314753383",최**,주**
="20250609",="20230518093",쌩맥주당,경기도 화성시 향남읍 삼천병마로 207(1층일부),,윤**,장**
="20250609",="20190066294",아워즈(OURS),서울특별시 서대문구 신촌로11길 35-7(1층 창천동),,전**,김**
="20250609",="20230120213",아지트야,서울특별시 동작구 여의대방로22길 121(상가동 1층 1448호 신대방동  보라매자이 더 포레스트),,박**,송**
="20250609",="20140120434",앗싸 포차,서울특별시 강동구 암사길 30(1층 일부호 암사동),,유**,김**
="20250609",="19870029411",약수 순대국,서울특별시 중구 동호로7길 14(1층 111호 신당동  약수역 더시티),="0202534101",이*******,이**
="20250609",="20150368676",약선흑염소,경기도 광주시 이배재로 472(1층 목현동),="0317619588",김**,최**
="20250609",="20180287771",오니바바,경기도 성남시 분당구 불정로420번길 45(지하일부층 분당동),,황**,정**
="20250609",="20080199814",왕의밥상 한식뷔페,인천광역시 남동구 논고개로 73(2층 202호 논현동  라움타워),="4331003",황**,이**
="20250609",="19990323197",용선1994,경기도 고양시 덕양구 화랑로 40(화전동 1층),="0231583388",김**,이**
="20250609",="20200339699",우마이센,경기도 고양시 덕양구 원흥3로 6-11(1층 일부104 105호호 원흥동),,장**,이**
="20250609",="20140202860",유원식당,인천광역시 부평구 마장로 149(1층 산곡동),,정**,정**
="20250609",="19970304409",육쌈냉면,경기도 부천시 원미구 부천로 13(1층일부 심곡동),,M********************************,A**************
="20250609",="20210192710",을항,인천광역시 중구 선녀바위로55번길 39(1층일부 2 3층 을왕동),="0327522227",임**,홍**
="20250609",="20050355855",이가네순대국뼈해장국,경기도 파주시 월롱면 휴암로 30-1,="0319570202",이**,최**
="20250609",="20250562826",이가네 양갈비 양꼬치,경기도 화성시 동탄오산로 29(동탄2신도시 동탄역디에트르퍼스티지 판매시설 1층 B-130 131 132호 오산동),,류**,류*******
="20250609",="20160286224",이에스 펍(ES PUB) 의정부점,경기도 의정부시 오목로225번길 69-29(지상1층 민락동),="07077437573",정**,주**
="20250609",="20250551096",일만족발 안성계동점,경기도 안성시 계동 178-20 1층 일부호,="0316765949",이**,조**
="20250609",="20240466366",자유식당,경기도 평택시 오성면 숙성시장길 54-3(1층),,이**,김**
="20250609",="20110365343",장호덕손만두(수원대점),경기도 화성시 봉담읍 와우안길 46(1층),,김**,유**
="20250609",="20230470525",전주 박가네,경기도 남양주시 다산순환로 20(씨씨02-015 016호 다산동),,김**,박**
="20250609",="20200387615",전설의치킨(쌍령동점),경기도 광주시 경충대로1461번길 26(1층 쌍령동),,임**,노**
="20250609",="20190341188",전주가마골,경기도 고양시 일산동구 고봉로 604-3(1동 1층 전체호 성석동),,Z*****************,Z****************
="20250609",="20130372207",정원칼국수,경기도 포천시 호국로 889(설운동),="0315430779",이**,이**
="20250609",="20240145782",주식회사 쇼미더크랩 압구정점,서울특별시 강남구 압구정로28길 22-6(지상1층 신사동),,P**************************************,A************
="20250609",="20180106297",주식회사 현우동,서울특별시 강남구 논현로149길 53(1층 101호 논현동),,박**,박**
="20250609",="19870362013",중국관,경기도 김포시 대곶면 율생중앙로 7-2(1층),="0319872303",송**,최**
="20250609",="20160353864",진심왕돈까스 수지구청점,경기도 용인시 수지구 문정로7번길 14(풍덕천동  101 102 103호1층 일부),,장**,이**
="20250609",="20080212060",짱구네,인천광역시 옹진군 영흥면 영흥로 109-12(라동 11호),="0328846611",강**,강*******
="20250609",="20000205514",짱구김밥,인천광역시 계양구 경명대로1045번길 4(계산동),="5521236",구**,이**
="20250609",="20060199550",찬차이,인천광역시 남동구 만수서로37번길 53(1층 만수동),="0324723372",조**,조**
="20250609",="20200385199",찬호가 갈비,경기도 화성시 융건로 96-4(1층 1-2 1-3 1-4 1-5호 배양동),,P************,주**
="20250609",="20140208844",착한쭝식청라점,인천광역시 서구 중봉대로586번길 22(A동 138호 청라동  청라 풍림 엑슬루타워),,이**,김*******
="20250609",="20130290300",참홍어,경기도 안양시 만안구 안양로329번길 14(지상1층 안양동),="0314415599",노**,김**
="20250609",="20150362492",창성푸드,경기도 김포시 김포한강1로78번길 41-19(장기동),="0319828520",최**,김**
="20250609",="20180341059",처갓집양념치킨 정발산점,경기도 고양시 일산동구 산두로273번길 47-6(1층 전체호 정발산동),="0319191117",조**,우**
="20250609",="20230444316",천년풍천장어A,경기도 안산시 단원구 옴뱅이길 23(1층 신길동),="0314946843",최*******,최**
="20250609",="20210060067",철길상회,서울특별시 노원구 공릉로37길 23(지상2층 공릉동),,이**,노**
="20250609",="20060050212",초로록,서울특별시 성북구 동소문로20나길 8(동선동1가),="029534187",오**,임*******
="20250609",="19850050034",초로록　베이커리,서울특별시 성북구 동소문로20나길 8(동선동1가),="029239663",오**,임*******
="20250609",="20230049436",취월당,서울특별시 성동구 왕십리로10길 5(1층 성수동1가),,이**,백**
="20250609",="20010094653",친신마라탕 신림점,서울특별시 관악구 조원중앙로 15(1층 신림동),,노**,최**
="20250609",="20230506082",카페 콩닥,경기도 이천시 어재연로37번길 7(2층 창전동),,지*******,지**
="20250609",="20120050747",카페일분,서울특별시 성북구 화랑로32길 54-5(1층 석관동),,박*******,박**
="20250609",="20240131385",커피퍼센트&대단한 요거트 신림점,서울특별시 관악구 조원중앙로2길 83(1층 신림동),,김**,안**
="20250609",="20200374644",코지101(COZY101),경기도 이천시 이섭대천로 1304-22(1층 창전동),,왕**,이**
="20250609",="20120050057",콩뼈숯뼈감자탕,서울특별시 성북구 종암로 118(종암동),,우**,김**
="20250609",="20200389709",콩자루 콩나물국밥,경기도 양주시 옥정동로5나길 103(1층일부 옥정동),="0319285339",김*******,김**
="20250609",="20000069335",큰맘할매순대국 상암점,서울특별시 마포구 월드컵북로44길 37(상암동  1층),="023037613",이**,김**
="20250609",="20050039652",태양곱창 건대점,서울특별시 광진구 동일로22길 89(화양동),,황**,김************
="20250609",="19990040021",태양곱창 건대직영점,서울특별시 광진구 동일로22길 89(지하1층 화양동),="024634511",황**,김************
="20250609",="20240563654",태장식당 병점 직영점,경기도 화성시 효행로 1032(102 103호 진안동  루벤타워),,손**,최**
="20250609",="20200343554",통큰 솥뚜껑 닭볶음탕 일산탄현점,경기도 고양시 일산서구 탄현로6번길 14-15(1층 탄현동),,선**,김**
="20250609",="20230520782",파인,경기도 화성시 향남읍 토성로 383-43(3동 1층),,서**,서**
="20250609",="20240477331",팔계훈제,경기도 안산시 단원구 원본로1길 5(1층일부101호 원곡동),,J**************,Q************
="20250609",="20210384686",포레스트비(FOREST B),경기도 화성시 동탄기흥로520번가길 38(1층 영천동),,김*******,방**
="20250609",="20240109322",포왕(PHO HOANG),서울특별시 강서구 공항대로 220(우성에스비타워Ⅱ 1층 107호 마곡동),,신**,이**
="20250609",="19940372305",피자나라치킨공주 포천운천점,경기도 포천시 영북면 운천로 11-1,="5346828",안**,김**
="20250609",="20060025054",피즈소셜클럽,서울특별시 종로구 옥인2길 2(누상동 지상1층),="027237775",신**,정**
="20250609",="20230468399",피자플래넷 진접오남점,경기도 남양주시 오남읍 진건오남로884번길 7(1층 일부호),,한**,박**
="20250609",="20000202553",하나비이자카야,인천광역시 부평구 경원대로1403번길 13(부평동),="0325047282",손**,서**
="20250609",="20130364275",하와이,경기도 화성시 향남읍 평6길 56-6(외2필지 1층),="0313661956",배**,장**
="20250609",="19940063733",한국밥,서울특별시 은평구 은평로8길 48(1층 응암동),="023530904",이**,이**
="20250609",="20210025024",한국통닭,서울특별시 종로구 종로 370-1(1층 숭인동),,임*******,임**
="20250609",="19810029036",한국의집,서울특별시 중구 퇴계로36길 10(필동2가),="0222701150",최**,이**
="20250609",="20230398298",한마음 피자 커피,경기도 안양시 만안구 삼막로 55-1(1층 석수동),,H***********,이**
="20250609",="20240503989",한우정육소 다산점,경기도 남양주시 다산중앙로82번길 80(113호 및 외부장소 다산동),,조**,구**
="20250609",="19870036069",행복한식당,서울특별시 성동구 아차산로9길 30(성수동2가),="024635450",배**,김**
="20250609",="20160342300",행컵 군포점,경기도 군포시 고산로264번길 13(110호 당동  그린프라자),="0313911598",송*******,송**
="20250609",="19920091428",향원칼국수,서울특별시 동작구 동작대로23길 3(2층 사당동),="025239733",김**,김*******
="20250609",="20230516345",홍희통닭포차,경기도 화성시 남양읍 역골동로 61(라온힐 1층 일부),,김**,이**
="20250609",="20150313266",홍희통닭 해양점,경기도 안산시 상록구 해양1로 15(1층 110호 사동),="0314085592",정**,임**
="20250609",="20230265953",화담,인천광역시 연수구 용담로118번길 3(2층 연수동),,정**,A************
="20250609",="20000292296",화평동 왕냉면 왕갈비,경기도 안양시 동안구 달안로 61(비산동  한양스포츠센터 121호),="0313828867",김**,김*******
="20250609",="20240551689",？팔이 안성,경기도 안성시 양성면 동항공단길 8-5(101호),,유*******,유**
="20250609",="20210354827",경성꽈배기월곶역점,경기도 시흥시 월곶중앙로14번길 68(1층 106호 월곶동  나보나시티),,전**************,김**********
="20250609",="20220449122",과일샵CAFE.리치(일산점),경기도 고양시 일산동구 무궁화로 20-11(라페스타 F 1층 122호 장항동),,신*******,심**
="20250609",="20220059465",국민우유집 성북점,서울특별시 성북구 동소문로 115-2(1층 동선동4가),,김**,신**
="20250609",="20210050145",국민우유집 성북점,서울특별시 성북구 아리랑로2길 24(1층 동선동4가),,김**,신**
="20250609",="20080208134",궁다방,인천광역시 서구 신현로 45(지하1층 일부호 신현동),="0325832653",박**,H*****
="20250609",="20240463689",김종구부산어묵(평택고덕파라곤점),경기도 평택시 고덕국제대로 180(지1층 110호 고덕동  고덕국제신도시파라곤),,강**,이**
="20250609",="20200029859",늘봄봄 베이커리 &  카페,서울특별시 중구 퇴계로 125(1 2층 충무로2가),,문**,윤**
="20250609",="20220509489",더벤티 동탄영천파크점,경기도 화성시 동탄대로24가길 7(상가동 1층 107호 영천동  동탄 파크 푸르지오),,한**,신**
="20250609",="20210274060",메가엠지씨커피 수원망포초점,경기도 수원시 영통구 영통로153번길 98(국제프라자 101-102호 망포동),,박**,최**
="20250609",="20130202547",메가엠지씨커피 인천여성가족재단점,인천광역시 부평구 길주로 547(1층 갈산동),="0325155662",최**,김**
="20250609",="20200348908",버디,경기도 남양주시 의안로 124-69(서경청소년수련원 2층일부 평내동),="0315591202",육**,육**
="20250609",="20240510042",송탄수제버거토스트,경기도 오산시 시장길 23(1층 일부호 오산동),,심**,차**
="20250609",="20220112537",스카이라운지 카페,서울특별시 동작구 동작대로35길 2(원일빌딩 1층 사당동),="025357879",서**,권**
="20250609",="20210391067",올리브,경기도 포천시 군내면 호국로 1536-10(상가동 1-106호 포천아이파크),,박**,김**
="20250609",="20220497260",와플칸&해피벌쓰댕,경기도 이천시 마장면 오천로 67(1동 1층 107호),,박**,박**
="20250609",="20220423383",지에스25이충동령점,경기도 평택시 동령길 15(A동 B101호 이충동),,나**,이**
="20250609",="20230149129",차백도 가락시장역점,서울특별시 송파구 중대로9길 22(1층 가락동),,김**,서**
="20250609",="20240411232",카페일리터 안양메가트리아점,경기도 안양시 만안구 태평로52번길 37(1층 109호 안양동),,윤**,배**
="20250609",="20090306389",커피나라,경기도 평택시 조개터로16번길 1(합정동 1층),="07081714756",김**,강**
="20250609",="20120069198",큰곰자리,서울특별시 마포구 성미산로11길 9(1층 성산동),,이**,이**
="20250609",="20130316191",피자샵,경기도 안산시 단원구 와동로 73(와동  1층 일부),="0314110661",김*******,김**
="20250609",="20150069933",구립크니크니어린이집,서울특별시 마포구 월드컵로1길 14(합정동  마포한강푸르지오 지하1층PB101호),="023366836",안**,유**
="20250609",="20220486407",꽃피는 요양원,경기도 용인시 기흥구 마북로240번길 15-1(꽃피는요양원 지하1층 일부호 마북동),,김**,권**
="20250609",="20090375057",(주)브라운에프엔비 세정물류 여주센터점,경기도 여주시 가남읍 가남로 449,="0318832727",고*******,고*******
="20250609",="20100348397",(주)아워홈 SCD용인점,경기도 용인시 처인구 남사읍 형제로17번길 21(2층),="0802347575",구**,김**
="20250609",="20220360382",(주)브라운에프엔비 삼성전자제5식당,경기도 수원시 영통구 삼성로 129(삼성전자 폴라리스홀사내식당 매탄동),,고*******,고*******
="20250609",="20230457128",(주)아워홈 연세나을병원일산점,경기도 고양시 일산동구 장백로 174(3층 일부호 장항동),,구**,김**
="20250609",="20240148320",(주)브라운에프엔비 보코서울강남점,서울특별시 강남구 도산대로 144(보코서울강남가족호텔 지하3층 논현동),,고*******,고*******
="20250609",="20240146421",(주)브라운에프엔비 코원에너지서비스점,서울특별시 강남구 남부순환로 3165(코원에너지서비스 2동 지상1층 대치동),,고*******,고*******
="20250609",="20080033187",(주)아워홈 에이치제이중공업 용산점,서울특별시 용산구 한강대로71길 4(갈월동 지상3층 지상5층),="0221754114",김**,김**
="20250609",="20210374459",(주)브라운에프엔비 신세계푸드 이천공장점,경기도 이천시 부발읍 경충대로 2330-91(신세계푸드 2층),="0263410069",고*******,고*******
="20250609",="20090350485",파리바게트 용인청덕점,경기도 용인시 기흥구 구성3로28번길 24(청덕동  가나프라자 106호),="0312858253",조**,염**
