인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250520",="20230041402",탕화쿵푸마라탕 명동 롯데점,서울특별시 중구 남대문로7길 15(대호 2층 소공동),,리****,리****
="20250520",="20220493980",파주명품한우 서하,경기도 파주시 조리읍 둑방길 451(4동일부),,송**,송*******
="20250520",="20220246480",판다 양다리 양갈비 전문,인천광역시 중구 신도시남로150번길 4(스카이프라자 1층 103호 운서동),,J***********,김****************
="20250520",="20240542905",페이버 파스타잇츠,경기도 파주시 경의로1240번길 19(월드타워15 102호 와동동),,박*******,박**
="20250520",="20240542681",페이버커피,경기도 파주시 경의로1240번길 19(월드타워12차 101호 와동동),,박*******,박**
="20250520",="20240393519",프레소 커피 랩(PRESO COFFEE LAB),경기도 성남시 수정구 창업로 42(판교 제2테크노밸리 경기 기업성장센터 지1층 B103호 시흥동),,문******,문*
="20250520",="19990309108",플로리쉬 루팡,경기도 평택시 안중읍 현화중앙길 104,="0316834228",이**,마**
="20250520",="19860046115",피자5000(면목점),서울특별시 중랑구 겸재로 185(면목동),="024365879",백**,조**
="20250520",="20100365292",피자 헐,경기도 화성시 병점동로 120-6(진안동   870-2 101호),="0312671516",고*******,고**
="20250520",="19990098529",하나마토 강남점,서울특별시 서초구 서초대로77길 45(2층 서초동),,김************,민*******
="20250520",="20250279083",하루죙일,인천광역시 남동구 수현로136번길 24(1층 105호 만수동),,정**,씨*****************************
="20250520",="20210360417",한국의집 효종갱 롯데프리미엄아울렛의왕점,경기도 의왕시 바라산로 1(롯데백화점 아울렛타임빌라스 2층 학의동),="0313294043",변**,박**
="20250520",="20200372288",한라포차,경기도 파주시 심학산로 628(케이힐스 203호 204호 야당동),,이**,김**
="20250520",="20220490479",할머니의 부뚜막 수지점,경기도 용인시 수지구 풍덕천로 188-1(1층 일부호 풍덕천동),="03180040827",윤**,임**
="20250520",="20210322387",해루미,경기도 평택시 자유로19번길 5(1층 평택동),,이*******,김**
="20250520",="20230508849",해와달,경기도 안성시 장기로 37(1층 110호 인지동  골든캐슬타워),,Y**********,전**
="20250520",="20230478099",햇살머믄꼬마김밥,경기도 시흥시 장현능곡로 144(108호 능곡동  제일풍경채 센텀),,류**,은**
="20250520",="20230269492",행운포차,인천광역시 남동구 구월말로27번길 1(1층 일부호 구월동),,김**,김**
="20250520",="20220252063",홀릭홀덤펍,인천광역시 미추홀구 낙섬서로 27(2층 용현동),,김**,홍**
="20250520",="20220256931",화도 선학본점,인천광역시 연수구 학나래로6번길 41(평산빌딩 지상1층 101일부우측호 선학동),,김**,김**
="20250520",="20170358619",GS25 뉴시민회관점,경기도 이천시 애련정로 109(1층 창전동),="0316371342",전**,정**
="20250520",="19940066888",GS25연대2점,서울특별시 서대문구 연세로9길 8(창천동),="023351919",허**,허**
="20250520",="20100308218",너프커피,경기도 평택시 중앙로 58(1층 평택동),,이**,박**
="20250520",="20220272204",더벤티 인천서구청점,인천광역시 서구 탁옥로 37(우리타워 1층 104호 심곡동),,홍**,김*******
="20250520",="20180349979",메가엠지씨커피 다산부영점,경기도 남양주시 다산중앙로82번안길 115-4(1층 일부호 다산동),,권**,유**
="20250520",="20250273552",메이도우,인천광역시 연수구 수인선길 20(지상1층 옥련동),,유**,유*
="20250520",="20230391947",빽다방 의정부세무서점,경기도 의정부시 둔야로49번길 49(담소리빌딩 지상 1층 의정부동),,조*******,정**
="20250520",="20230391947",빽다방 의정부세무서점,경기도 의정부시 둔야로49번길 49(담소리빌딩 지상 1층 의정부동),,조**,정**
="20250520",="20240381011",샐러페 매탄점,경기도 수원시 영통구 매봉로 47(남부빌딩 1층 2호 매탄동),,김*******,김**
="20250520",="20200379908",씨유 김포리버시티1단지점,경기도 김포시 고촌읍 상미로 38(가동 106  107호 힐스테이트 리버시티 1단지),,남**,안**
="20250520",="20150309086",씨유 평택안중현화이화점,경기도 평택시 안중읍 안현로서9길 164-9(이화마을건영캐스빌상가 105호),,민**,최**
="20250520",="20230264633",애플꼬마김밥(송도학원가점),인천광역시 연수구 신송로 165-10(더 아르곤 105호 송도동),,김**,조**
="20250520",="20210383750",에그토스트 동탄점,경기도 화성시 동탄대로 636-14(상가동 1층 A-104호 영천동  동탄역 대방디엠시티 더 센텀),,김*******,김**
="20250520",="20190203579",오묘 로스터스,인천광역시 남동구 서창남순환로215번길 48(1층 103호 서창동),,남**,송**
="20250520",="20250561653",올스테이블(예그리나),경기도 화성시 향남읍 향남로 470(화성종합경기타운),,김**,김*******
="20250520",="20210286165",요거트아이스크림의정석 성남분당점,경기도 성남시 분당구 미금일로90번길 32(웰파크 빌딩 지1층 B105호 구미동),,김**,한**
="20250520",="20210383916",제로웨이스트카페연,경기도 화성시 향남읍 행정죽전로4길 18(1층 일부호101호),,강**,배**
="20250520",="20230273360",카페 만월경  메고지고 떡창고,인천광역시 부평구 주부토로 236(인천테크노밸리 U1센터 B동 1층 135 136 137 138 139호 갈산동),,S*************,최**
="20250520",="20240089816",카페요아정 은평점,서울특별시 은평구 응암로12길 21(1층 응암동),,김**,박**
="20250520",="20100199743",캔디다방,인천광역시 남동구 경인로644번길 53(지하1층 간석동),,박**,류*
="20250520",="20220457403",컴포즈커피 구리배탈고개점,경기도 구리시 동구릉로 108-1(1층 인창동),,김**,한**
="20250520",="20210080638",컴포즈커피 구로항동점,서울특별시 구로구 서해안로 2096(1층 110호 항동),,황**,강**
="20250520",="20250136776",코지모리,서울특별시 서초구 방배로16길 16-8(1 2층 방배동),,추**,추**
="20250520",="20220080934",쿠커피(COUP COFFEE),서울특별시 서대문구 연세로 50(연세대학교 대우관 B2층 신촌동),,조**,정**
="20250520",="20170365904",투썸플레이스 동탄호수공원점,경기도 화성시 동탄순환대로5길 5-24(1층),="0313757229",정**,원**
="20250520",="20210386349",파티드(Parted),경기도 화성시 동탄기흥로520번길 15(1층 전체호 영천동),="07086911798",나**,김**
="20250520",="20150091293",포터커피(porter coffee),서울특별시 동작구 상도로30길 8(1층 상도동),,김**,유**
="20250520",="20230067829",플러스82서울 성북점,서울특별시 성북구 돌곶이로27길 71(1층 101호 장위동  스마트빌),,이**,최**
="20250520",="20230517757",하삼동커피 동탄호수공원점,경기도 화성시 동탄대로5길 9(더샵 동탄센텀폴리스 2단지 1층 1050호 송동),,김**,김**
="20250520",="20240564313",허만두,경기도 화성시 향남읍 행정서로3길 4-30(1층 103호),,김**,김*******
="20250520",="20220080935",호호야,서울특별시 서대문구 연세로 50(연세대학교 대우관 B2층 신촌동),,조**,정**
="20250520",="20180203226",(주)신화엠푸드,인천광역시 남동구 남동동로 141(1층 일부호 고잔동),="0328183133",백**,오**
="20250520",="20060348088",(주)윈팩,경기도 용인시 처인구 백암면 청강가창로 50(D동 4층),="03180204400",이**,최*
="20250520",="20200287349",솔브레인주식회사,경기도 성남시 분당구 판교로255번길 34(솔브레인 지하1층 일부호 삼평동),="0317888320",강**,박**
="20250520",="20200203062",트윈캐스터위탁급식소,인천광역시 남동구 남동동로93번길 34(나동 1층 일부호 고잔동),="0328195083",김**,이**
="20250520",="19960120106",파리바게뜨,서울특별시 강동구 진황도로 190(106 107호 둔촌동),="024749987",구**,이**
="20250520",="20170087517",파리바게뜨신길성애점,서울특별시 영등포구 영등포로84길 16(1층 신길동),="028418200",임**,석**
="20250520",="20230067093",한나베이커리,서울특별시 성북구 길음로9길 50(상가동동 113호 길음동  길음뉴타운),,김**,김*******
