인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250611",="20120197455",정선곤드레밥,인천광역시 중구 신포로27번길 37(1층 중앙동3가),="0328592111",조**,정**
="20250611",="20230392498",주식회사 자미원스카이장례식장,경기도 의정부시 호국로 1342(의정부 요양병원 지상10층 의정부동),,윤*******,김**
="20250611",="20080310116",준코뮤직타운 동두천3호점,경기도 동두천시 중앙로 110-17(본동 402호 지행동 현대프라자),="0318571337",김**,장**
="20250611",="20180059406",죽전문점 참죽&반죽(본점),서울특별시 노원구 공릉로 324-2(2층 하계동),="029786288",추**,이**
="20250611",="20030199230",중화요리 영웅,인천광역시 남동구 문화서로23번길 28(구월동  1층),="0324293337",이**,김**
="20250611",="20220483898",지니어스,경기도 용인시 처인구 명지로60번길 8-14(502호 역북동),,강**,고**
="20250611",="19900029320",진고개,서울특별시 중구 퇴계로 105(충무로1가  지하1층),="027577827",김**,최**
="20250611",="20120202549",진미 팥칼국수,인천광역시 부평구 길주남로125번길 11-9(부개동  1층),,신*******,신**
="20250611",="20120202549",진미 팥칼국수,인천광역시 부평구 길주남로125번길 11-9(부개동  1층),,신**,신**
="20250611",="20240144817",짜글이미식회 논현점,서울특별시 강남구 봉은사로25길 18(지하1층 논현동),,강**,임**
="20250611",="20100355061",착한식당,경기도 파주시 파주읍 술이홀로 409-4,="0319545540",손**,이**
="20250611",="20210323194",천석골,경기도 평택시 고덕여염9길 25(삼성위너스프라자 101호 102호),,최**,박**
="20250611",="20230058142",청년피자 장안점,서울특별시 동대문구 한천로 170(1층 장안동),,정**,박**
="20250611",="20190346135",카페 싱글로,경기도 구리시 아차산로 399(현대자동차구리서부지점 2층 교문동),="0315635532",김**,김**
="20250611",="20210374377",카페 앤,경기도 이천시 서희로71번길 27(1층 창전동),,김**,김**
="20250611",="20230035291",카페 순리,서울특별시 종로구 서순라길 97(1층 권농동),,권**,김*******
="20250611",="20140306411",카페프라하,경기도 평택시 서재1길 64(104호 동삭동),="0316516902",이**,이**
="20250611",="20200278318",컴포즈커피 수원금곡점,경기도 수원시 권선구 금곡로 213(딜라이트 1층 102호 금곡동),,최**,김**
="20250611",="20230505116",케이제이푸드,경기도 이천시 향교로18번길 1(3호 창전동),,박**,박*******
="20250611",="20210382960",코코바숯불치킨,경기도 화성시 떡전골로 82(1층 107호 병점동),,권*******,권**
="20250611",="20230276022",토핑폭탄 김치찌개 김치찜,인천광역시 계양구 아나지로 332(201동 122호 작전동  계양 우림카이저팰리스),,류**,김**
="20250611",="20090308068",티바두마리치킨,경기도 평택시 서정로 246(서정동),="0316677852",김**,Q**********
="20250611",="20150197032",포스코인터내셔널 송도,인천광역시 연수구 컨벤시아대로 165(NEAT TOWER 12층 일부 송도동),="0328319580",구**,김**
="20250611",="20220512011",풍미산장,경기도 화성시 향남읍 발안만세길 163-10(1층 일부),,윤**,한**
="20250611",="20200274692",플라밍고 파스타,경기도 수원시 영통구 매원로 22(103호 매탄동),,신**,우**
="20250611",="20230124066",피자와썹,서울특별시 동작구 신대방3길 73(1층 101호 신대방동),,안**,김**
="20250611",="20050205048",한결통아구찜 임학점,인천광역시 계양구 장제로875번길 1(1층 106호 임학동),,서**,김**
="20250611",="20170046536",한잎#,서울특별시 중랑구 공릉로12가길 47(1층 묵동),,최**,박**
="20250611",="20200331717",해피카페,경기도 안산시 단원구 원곡로 62-6(2층일부 원곡동),,L*********,이**
="20250611",="20000080672",향우숯불구이,서울특별시 구로구 구로동로7길 1(나동 지상1층 가리봉동),="028586597",Z*********,W**********
="20250611",="20210086982",혜화동 돈까스극장,서울특별시 영등포구 영중로29길 2(2층 영등포동7가),,이*******,오**
="20250611",="20080365097",호루몬규상 동탄점,경기도 화성시 동탄중심상가1길 27(반송동 프라임빌딩103호),="03180039582",김*******,김**
="20250611",="20240561819",힐링숲불멍카페 동탄점,경기도 화성시 외삼미로15번길 75-105(1층 전체호 능동),,유**,이**
="20250611",="20170285649",GS25 의정장암IC점,경기도 의정부시 동일로 141(라동 1층 장암동),,강**,임**
="20250611",="20210099111",더벤티 논현역점,서울특별시 서초구 신반포로 329(1층 6호 잠원동),,오**,김**
="20250611",="20230512385",더벤티 김포장기중점,경기도 김포시 청송로 8(1동 105호 장기동),,박**,배**
="20250611",="20240544321",더스카이카페,경기도 파주시 광탄면 기산로186번길 9-46(1층 일부),,장*******,안**
="20250611",="20240514601",디저트39은계호수공원점,경기도 시흥시 은계호수로 31(그린타워 110호  111호 은행동),,김**,김**
="20250611",="20140114494",롯데리아 오금점,서울특별시 송파구 동남로 313(지상1층 오금동),="0230128718",정**,정************
="20250611",="20200385529",롯데리아 동탄산척점,경기도 화성시 동탄순환대로 245(SMP타워 104호 105호 106호 산척동),,정*******,유**
="20250611",="20210205785",마차롱,인천광역시 계양구 효서로 282(한신코아상가 1층 1080호 일부호 작전동),,김*******,김**
="20250611",="20210036156",메가엠지씨커피 성수롯데캐슬점,서울특별시 성동구 아차산로7길 7(1층 성수동2가),,박**,정**
="20250611",="20160200024",모어커피(MORE COFFEE),인천광역시 남동구 남동서로236번길 30(110호 논현동  논현2차푸르지오시티),="0328170637",오***************,유**
="20250611",="20240076946",므므,서울특별시 강북구 한천로148길 28-6(102호 수유동),,최**,최*******
="20250611",="20190297212",샌디(sandee),경기도 안양시 동안구 경수대로 707(103호 호계동),,고**,김**
="20250611",="20160203068",샐러디롯데마트삼산점,인천광역시 부평구 길주로 623(삼산동  대덕리치아노 롯데마트삼산점 B101호 일부),="0323632131",김*******,김**
="20250611",="20230265936",씨유 선학스마일점,인천광역시 연수구 학나래로5번길 27(지상1층 일부호 선학동),,정**,정**
="20250611",="20200346423",와플대학 구리갈매캠퍼스,경기도 구리시 산마루로 19(B동 101호 갈매동),,임**,김**
="20250611",="20180328083",요거프레소안산식물원점,경기도 안산시 상록구 성호로 122-1(서원  1 2층 일동),="0314180224",유**,김**
="20250611",="20240145067",위글루션 역삼,서울특별시 강남구 테헤란로44길 7(지상1층 역삼동),,이**,오**
="20250611",="20200331424",이디야커피 원시역점,경기도 안산시 단원구 별망로 555(타원 TAKRA V 지식산업센터 141호 원시동),,김**,김*
="20250611",="20170060310",청자다방 공릉점,서울특별시 노원구 공릉로 191-4(1층 공릉동),,최**,한**
="20250611",="20220265439",코코호도부평역점,인천광역시 부평구 경원대로 1410(1층 일부호 부평동),,이**,최**
="20250611",="20060308297",(주)퓨리텍,경기도 평택시 산단로 63-16(모곡동  A동 지층),="0316123440",조**,조*******
="20250611",="20240532023",(주)한컴라이프케어,경기도 용인시 처인구 양지면 중부대로1960번길 53(제A-나동 3층),="03151839031",오**,김**
="20250611",="20150290236",맑은샘어린이집,경기도 안양시 만안구 냉천로 134(안양동),="0314680022",신**,신**
="20250611",="20160366253",세메스주식회사,경기도 화성시 효행로 1339(지하1층 반월동),="0416208000",정**,심**
="20250611",="20200383805",시립푸른호수어린이집,경기도 화성시 동탄대로3길 33(1층 장지동  동탄레이크자연앤푸르지오),,남**,시************
="20250611",="20210199237",(주)아워홈 HLB바이오스텝 송도점,인천광역시 연수구 아카데미로79번길 38(HLB바이오스텝주 송도연구소 송도동),,구**,김**
="20250611",="20190205179",(주)아워홈 근로복지공단 인천병원점,인천광역시 부평구 무네미로 446(근로복지공단 인천병원 1동 지하1층 일부호 구산동),,구**,김**
="20250611",="20190033336",(주)브라운에프엔비 NH농협은행용산별관,서울특별시 용산구 청파로 122(농협농산물백화점 7층 한강로2가),,고*******,고*******
="20250611",="20210352451",(주)브라운에프엔비신세계푸드오산공장점,경기도 오산시 동부대로 387(주 신세계푸드 오산공장 제2공장동 5층 원동),="0263410069",고*******,고*******
="20250611",="20070199008",(주)아워홈엘티메탈남동공장점,인천광역시 남동구 남동대로 117(고잔동  123블록 2로트),="0328209605",구**,김**
="20250611",="20190203752",(주)아워홈창성인천점,인천광역시 남동구 승기천로 320(주창성 지하1층 남촌동),="0269669274",구**,김**
="20250611",="20130197054",(주)아워홈 이원의료재단송도점,인천광역시 연수구 하모니로 291(4층 송도동),="0322102301",구**,김**
="20250611",="20200199005",(주)아워홈 쉐라톤그랜드호텔 송도점,인천광역시 연수구 컨벤시아대로 153(쉐라톤인천호텔 5층 송도동),,구**,김**
="20250611",="20250273029",(주)아워홈 송도자이크리스탈오션점,인천광역시 연수구 랜드마크로360번길 40(104동 26층 일부호 송도동  송도자이크리스탈오션),,구**,김**
="20250611",="20170197217",(주)아워홈 에스피지송도점,인천광역시 연수구 송도과학로16번길 13-30(3층 송도동  에스피지연구소),="0328106191",구**,김**
="20250611",="20240273010",(주)아워홈 인천적십자병원,인천광역시 연수구 원인재로 263(인천적십자병원 지상1층 연수동),,구**,김**
="20250611",="20220140225",서울도넛츠 석촌점,서울특별시 송파구 가락로 2(1층 103호 석촌동),,한**,최**
="20250611",="20100094579",파리바게뜨 신림신원점,서울특별시 관악구 신원로 2(신림동 지상1층),="028588867",안**,오**
