인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250602",="20250489291",두찜 메리그라운드향동점,경기도 고양시 덕양구 향동로 217(DMC 플렉스 데시앙 지1층 RB121일부호 향동동),,우*******,우**
="20250604",="20240279068",등대한식뷔페,인천광역시 남동구 만수로117번길 6(1층 만수동),,최**,신**
="20250604",="20210323781",떳다 붉닭발,경기도 평택시 서정로 133(204호 서정동),,고**,이**
="20250604",="20050304490",떳다양꼬치,경기도 광명시 시청로 31(철산동  1층),,J**********,H***************
="20250604",="20160209075",라라코스트 검단사거리점,인천광역시 서구 완정로117번길 62(왕길동  이언프라자 201 202 203 204호),="0323563238",강**,안**
="20250602",="20220117411",라우트,서울특별시 관악구 남부순환로228길 45(1층 102호 봉천동),,이**,김**
="20250602",="20190352645",라솽마라탕,경기도 오산시 오산로 224-1(1층 오산동),,W****************,C****************
="20250604",="20180364032",레드앤그린(Red&Green),경기도 용인시 처인구 이동읍 어진로794번길 7(1층),="0315255500",구**,김**
="20250602",="20240411227",루카뷔페,경기도 안양시 만안구 안양로 97(2층 일부호 안양동),,정**,조**
="20250602",="20120358183",리프레셔,경기도 이천시 설봉로55번길 17-1(관고동),="0316359285",황**,유**
="20250602",="20190374291",마라탕탕&떡떡볶이,경기도 이천시 서희로 83(1층 창전동),,김**,조**
="20250602",="20200106789",마라현 마라탕,서울특별시 강남구 역삼로7길 8(지하1층 역삼동),,장**,이*******
="20250602",="20010362356",마루네,경기도 김포시 월곶면 김포대로 2857-41(외 1필지),="0319890293",전**,장**
="20250602",="19960271173",마성의족발,경기도 수원시 장안구 화산로233번길 49(율전동),="0312950727",송**,나**
="20250602",="20050297971",마실(MASIL),경기도 부천시 원미구 석천로183번길 21(중동 지하1층),="3243811",성**,정**
="20250604",="20160070002",마포닭곰탕,서울특별시 마포구 토정로25길 43(1층 대흥동),,최**,최**
="20250602",="20190070543",마포 밤 바다,서울특별시 마포구 월드컵로 146(송원빌딩 1층 성산동),,김**,윤**
="20250602",="20180073194",만나통닭,서울특별시 양천구 목동중앙북로 92(지상1층 목동),,이**,이**
="20250604",="19930063484",만원 수산,서울특별시 은평구 연서로29길 8-15(갈현동  20 26  지상1층),,박**,이**
="20250604",="19990355237",맛으로채움,경기도 파주시 문화로 19(1층 금촌동),="0319410657",강**,태**
="20250604",="20220094317",맹호수제돈까스 화곡점,서울특별시 강서구 강서로10길 184(1층 화곡동),,정**,김**
="20250604",="20140106274",메이플,서울특별시 강남구 도산대로 215(지하1층 신사동),="025119131",이**,이**
="20250604",="20210348817",메가혼밥 평내호평점,경기도 남양주시 의안로 126(주1 지1층 일부 평내동),,김**,강**
="20250602",="20250551247",메도빅(MEDOVIK),경기도 안성시 안성맞춤대로 1129(1층 금산동),,K**********,K**********
="20250604",="20150114707",면24 석촌호수점,서울특별시 송파구 백제고분로33길 10(지상1층 석촌동),="024205525",김**,이**
="20250602",="20210300371",명가통닭,경기도 부천시 원미구 부흥로303번길 50(한양프라자 110호 중동),,박**,차**
="20250602",="20240437044",명궁숯불갈비,경기도 부천시 소사구 송내대로42번길 13(1층 일부호 송내동),,최**,강**
="20250602",="20240098733",명원,서울특별시 마포구 마포대로 144(마포T타운 지1층 일부호 공덕동),="0263830838",C********************,L*********
="20250602",="20140042277",모킹버드,서울특별시 동대문구 망우로18다길 32-2(1층 101호 휘경동),="0222455924",최*******,최**
="20250604",="20110107813",목향,서울특별시 강남구 강남대로96길 20(지상1층 역삼동),,F*********,L**********
="20250602",="19890377034",미도매운탕,경기도 가평군 청평면 청군로 4,="0315846175",장**,장*******
="20250602",="20060070060",미림,서울특별시 마포구 만리재옛길 72(공덕동  1층),,이**,이**
="20250604",="20100282008",미카도,경기도 성남시 분당구 성남대로343번길 10-6(정자동  2층전부),="0317125287",송*******,김**
="20250604",="20240580263",민경수산,경기도 여주시 현암2길 28-3(1층 101호 현암동),,김**,김*******
="20250602",="20200274381",미토메,경기도 수원시 영통구 매탄로51번길 8-1(1층 매탄동),,N**************,전**
="20250602",="20170635102",민흥푸드,경기도 부천시 원미구 옥산로150번길 11-9(도당동   1층 일부),,박**,T*************
="20250602",="20030339094",바나프레소배곧신도시점,경기도 시흥시 배곧3로 96(1층 104호 정왕동  엠플러스),,임**,장**
="20250602",="20050050744",바로,서울특별시 성북구 동소문로20다길 25(1층 동선동1가),,이**,김**
="20250602",="20080306055",바람난 아구찜·해물찜,경기도 평택시 중앙2로 34(합정동 1층),,지**,김**
="20250604",="20230478072",바른흑염소시흥신천점,경기도 시흥시 호현로22번길 10(1층 신천동),,백**,최**
="20250604",="20230392109",밥먹고 전먹고 밥전,경기도 의정부시 송현로 26-5(지상1층 민락동),,김**,엄**
="20250602",="20250495326",밥엔호프(BAP&HOF),경기도 고양시 일산서구 일중로 77(1층 일부호 일산동),,김**,이*******
="20250602",="20000267544",백(百)초밥,경기도 수원시 팔달구 화양로 22(화서동),="0312561571",오**,백**
="20250602",="20230476695",백년식당서서갈비,경기도 시흥시 거북섬로 110(거북섬 마리나베이 101 3블럭 169~172 175~179호 정왕동),,이**,이**
="20250604",="20200215063",백반한끼,인천광역시 옹진군 영흥면 영흥북로35번길 56(호프클럽),,송**,이**
="20250604",="20230053429",백삼호,서울특별시 광진구 아차산로 312(드림타운 103호 자양동),,고**,고**
="20250604",="20230138184",백삼호,서울특별시 강남구 도산대로55길 20(지하1층 청담동),,이**,고**
="20250604",="20110316189",백제골,경기도 안산시 단원구 선이로 14(1층 1105 1106호 선부동  안산종합시장),="0314850304",이**,권**
="20250602",="20240287274",백억장어,인천광역시 계양구 경명대로 946(1층 계산동),,이**,최**
="20250604",="20220045943",번쩍피자 건대점,서울특별시 광진구 자양로13길 8(1층 101호 자양동  아스하임),,고**,유*******
="20250604",="20110277252",베어스타코 성남이마트점,경기도 성남시 수정구 수정로 190-1(신흥동 1층),,박**,조**
="20250602",="20180025773",벳남미식 경희궁 직영점,서울특별시 종로구 경희궁2길 7(2층 내수동),,백**,심**
="20250604",="19880330015",보리고개보리밥,경기도 구리시 수택천로 23-1(수택동),="0315558952",홍**,이**
="20250602",="20250393231",보성녹차튀김 명가,경기도 성남시 수정구 위례광장로 36(근린생활시설6동 1층 4B 115호 창곡동  위례역 푸르지오 4단지),,김**,김*******
="20250602",="20230254838",본가집 춘천닭갈비,인천광역시 중구 흰바위로 248(1층 101 102호 운남동),="0327517707",최*******,현**
="20250602",="20220129195",봄의정원 가로수길점,서울특별시 강남구 압구정로2길 58(지하1층 102호 신사동),,고**,송**
="20250602",="20200290816",봄김밥&커피(COFFEE),경기도 의정부시 신촌로5번길 3(지상1층 가능동),,박**,이**
="20250602",="20210114327",봉구가래떡볶이 송파점,서울특별시 송파구 가락로 113(1층 102호 석촌동),,고**,박**
="20250602",="20020199906",부대찌개대사관 인천구월점,인천광역시 남동구 성말로 10(212 213호 구월동),="0324343883",권**,신**
="20250604",="20170350692",비비큐,경기도 용인시 기흥구 흥덕2로65번길 12-17(1층 101호 영덕동),,김**,최***
="20250604",="20020190233",비룡,인천광역시 중구 신도시남로141번길 16(201호 운서동),="0327522020",문**,유*
="20250604",="20000292165",비비큐금정제일공원점,경기도 군포시 번영로610번길 49(2층 일부호 금정동),="0314569282",김**,김**
="20250602",="20190374492",비승루,경기도 이천시 대포동 산 71,="0316446959",이**,손**
="20250602",="20070338583",비엠분식,경기도 시흥시 장곡로70번길 7-1(장곡동 103호),,차**,김**
="20250602",="20190352509",사거리주막,경기도 오산시 수청로 36(1층 103호 내삼미동),="07040244920",인**,엄**
="20250602",="20230371165",삐약이밥집,경기도 수원시 장안구 송정로 83(상가동 1층 131-2호 송죽동  수원로얄팰리스),,조**,김**
="20250602",="20230264108",사스리치나야 연수,인천광역시 연수구 새말로 51(지상1층 일부호 연수동),,B***********************,P************
="20250602",="20210364930",삼대째순두부,경기도 용인시 처인구 양지면 한터로 532,,박*******,박**
="20250602",="20230093502",삼정모밀,서울특별시 마포구 월드컵북로54길 25(상암DMC푸르지오시티  S-City 지하1층 B102 103호 상암동),,윤**,성**
="20250602",="20010314000",상록닭발,경기도 안산시 상록구 용신로 387(서일빌딩111호 본오동),="0314159995",김**,문**
="20250602",="20190039794",상상라오 건대점,서울특별시 광진구 동일로22길 105(2층 화양동),,박**,Q**************
="20250604",="20230114597",샐러드 점보(SALAD JUMBO),서울특별시 영등포구 가마산로71길 7-1(1층 신길동),,박*******,박**
="20250604",="20070208513",석포,인천광역시 서구 도요지로 22(대명프라자 1층 일부호 경서동),,구**,석**
="20250602",="19940098212",석암 생소금구이 사당점,서울특별시 서초구 방배천로2안길 7(1층 방배동),="025977892",정**,이**
="20250604",="19880212006",선미회관,인천광역시 옹진군 백령면 당후길 32,,김**,공**
="20250604",="20050208639",선술집,인천광역시 서구 율도로77번길 34-3(신현동),="0325821218",김**,김**
="20250604",="20240393284",설맥 성남신흥점,경기도 성남시 수정구 수정로 287(1층 일부104호 신흥동),,신**,정**
="20250602",="20140362530",설렁탕의진수,경기도 김포시 양촌읍 대곶남로 705(1층 102호),="0319984116",이**,이*******
="20250604",="20210352294",성우푸드,경기도 오산시 궐리사로59번길 35(102호 궐동),,김**,최**
="20250604",="20190095172",소바애 신림점,서울특별시 관악구 신원로3가길 6(1층 신림동),,임**,김*******
="20250602",="20240542993",수라상 한식뷔페,경기도 파주시 광탄면 혜음로 495(1층 2호  3호),,이**,P**********
="20250602",="20180385095",수라연 한식뷔페,경기도 화성시 정남면 정남동로 79(1층),,신**,박**
="20250602",="20250076158",수유사거리,서울특별시 강북구 도봉로82길 14(2층 번동),,조**,강**
="20250604",="19890094137",숙성원 족발. 보쌈,서울특별시 관악구 남현1길 42(남현동),="025821544",정**,김**
="20250602",="20220045798",숙성김치찜& 찌개전문점(밥한민국 건대점),서울특별시 광진구 능동로19길 35(2층 205호 화양동  광진 코지웰),,이**,김**
="20250602",="20230280962",숙취해소,인천광역시 서구 완정로156번길 4-1(1층 일부호 마전동),,정*******,정**
="20250602",="20100342124",순희네밥상,경기도 군포시 금재로 8(1층 34호 금정동  신환아파트상가),="0314588881",이**,조**
="20250602",="20230281244",숯불에닭 검단신도시점,인천광역시 서구 바리미로 23(솔보프라자 102 103호 원당동),,김**,차**
="20250604",="20220375218",쉐프의 생 안심탕수육,경기도 성남시 중원구 금상로90번길 1(3층 일부호 상대원동),,조**,최**
="20250602",="20080277298",스쿨푸드 모란점,경기도 성남시 수정구 수정로154번길 6-1(1층 신흥동),,이**,김**
="20250602",="20160056409",스시혼,서울특별시 도봉구 도봉로110길 10(1층 창동),="029953290",박**,박*******
="20250604",="20220449219",스테이(STAY),경기도 고양시 일산동구 무궁화로181번길 8-6(1층 전체호 정발산동),,박**,최**
="20250602",="20150323510",스텔라떡볶이(경기고양관산점),경기도 고양시 덕양구 통일로768번길 19(1일부층 관산동),,최**,안**
="20250604",="20240162205",시원호프포차,서울특별시 강동구 명일로 259(1층 길동),,박**,박**
="20250602",="20170199871",신김밥천국,인천광역시 남동구 서창남순환로 223(1층 B-101전부호  B-102일부호 서창동),="0324652009",백**,안**
="20250602",="20110338283",신백옥,경기도 시흥시 군서로36번길 3(1층 정왕동),="0313198098",이********,한*************
="20250602",="20210331695",신신마라탕 원곡점,경기도 안산시 단원구 원곡로 50(1층일부 원곡동),,이**,J*********
="20250604",="20020338633",신천연합식당,경기도 시흥시 복지로 57(지2층 일부호 대야동),="0313106581",홍**,백**
="20250602",="20230518405",쌍팔통닭 동탄센트럴파크점,경기도 화성시 동탄공원로3길 18-14(1동 1층 일부102호 반송동),,장**,안**
="20250604",="20230457756",썸,경기도 고양시 일산동구 고봉로 32-30(금산빌딩 2층 일부호 장항동),,노**,김**
="20250604",="19900199074",씽씽포차,인천광역시 남동구 호구포로790번길 37(1층 구월동),="0324670864",김**,김**
="20250604",="20130202122",아리코히,인천광역시 부평구 주부토로146번길 10(갈산동  1층 일부),,최**,김**
="20250604",="20200295279",아임카페,경기도 안양시 만안구 박달우회로 188(1층 안양동),,장**,최**
="20250602",="20210341740",아저씨 왕돈까스 전문점,경기도 고양시 일산동구 정발산로 47(웅신아트 125호 장항동),="0319083300",윤**,이**
="20250602",="20200070545",악어마끼 망원점,서울특별시 마포구 동교로9길 44(1층 망원동),,박**,이**
="20250602",="20240136614",악소,서울특별시 서초구 양재천로19길 14(1층 양재동),="027941142",김**,최**
="20250602",="20200081170",안길소갈비탕,서울특별시 구로구 구로동로28길 93(1층 구로동),,김************,L****************
="20250602",="20080353201",야키토리동작 수지구청점,경기도 용인시 수지구 풍덕천로139번길 10-8(풍덕천동 1층),="0312622204",권**,장**
="20250602",="20230040185",어쩌다농부 남대문점,서울특별시 중구 퇴계로4길 6(1 2층 남창동),,김**,한**
="20250604",="20230477890",엄마밥상,경기도 시흥시 큰솔로 90(1층 일부호 정왕동),,박***************,김**
="20250602",="20150358207",에이치케이커머스,경기도 이천시 대월면 사동로 1-6(1층),="0316311204",정**,김**
="20250602",="20030066399",에이유(Au) 신촌점,서울특별시 서대문구 명물길 27-23(창천동 지상2층),,조**,김**
="20250602",="20140025169",에이치 플레이트(H-plate),서울특별시 종로구 율곡로 75(지하1층 계동),="027462960",구**,김**
="20250604",="20210372160",엔분의일,경기도 파주시 파주읍 술이홀로 424-1(1층),,한**,이**
="20250602",="20230115514",여의도오뎅&육회,서울특별시 영등포구 의사당대로 108(아일렉스 B10호 여의도동),,김**,박**
="20250602",="19940376049",연천 마차산 오리 장작구이,경기도 연천군 전곡읍 양연로 824,="0318325925",안**,이**
="20250602",="19910063239",연신돈,서울특별시 은평구 연서로29길 14-13(갈현동  1층),="023831193",류**,김**
="20250602",="20080338825",예스,경기도 시흥시 중심상가로 149(2층 정왕동),,김**,C**************
="20250604",="20080325284",옛날 소머리국밥,경기도 고양시 일산동구 일산로135번길 6-21(1층 일부호 백석동),,허**,윤**
="20250602",="20150306130",옛날손짜장 청빈,경기도 평택시 비전2로 10(2층 동삭동),="0316570082",허**,유**
="20250604",="20150285749",오늘은 내가사케,경기도 의정부시 진등로 10(지상1층 녹양동),="0318363750",전**,전**
="20250604",="20060285070",오늘은 내가사케,경기도 의정부시 용민로122번길 15(민락동  지상1층),,전**,전**
="20250604",="20010355732",오두산농장,경기도 파주시 탄현면 새오리로 178(1층),="0319446310",김**,윤**
="20250602",="20200322159",오저씨네,경기도 평택시 비전5로 20-38(에이치탑5 101호 비전동),="0316587787",L*************,오**
="20250602",="20040297826",오직갈비탕 앤 산더미 오리불고기,경기도 부천시 원미구 석천로 18(상동 윤호빌딩 1층),,이**,하**
="20250604",="20190106355",오한수 우육면가 선릉점,서울특별시 강남구 테헤란로 313(성지하이츠1 지하1층 4호 역삼동),,김**,김**
="20250604",="19990267500",옥수수포차,경기도 수원시 팔달구 수성로182번길 37(화서동),="0312432167",박**,박**
="20250602",="20140269331",올 댓 블루(all that blue),경기도 수원시 영통구 영통로217번길 21(102호 영통동  도성빌딩),,이**,전**
="20250602",="20250523164",왔다갔다 황소곱창,경기도 의왕시 부곡중앙남7길 8-6(지층 101호 삼동),,김**,J**********
="20250604",="20210094210",용길이네국밥집 신림점,서울특별시 관악구 서림3길 9(1층 102호 신림동),,차**,차**
="20250602",="20220503627",용자네해장국(포차),경기도 김포시 김포한강9로75번길 50(112호 구래동),,강**,Z***********
="20250604",="20230454915",우리동네,경기도 고양시 덕양구 혜음로 43-20(1층 고양동),,박**,이**
="20250604",="20070106997",우마쿠라,서울특별시 강남구 선릉로100길 54(삼성동 1층),="025171246",문*******,문**
="20250602",="20240489410",웅이네 고양식당,경기도 고양시 덕양구 혜음로 50-1(1층 일부호 고양동),,윤**,윤**
="20250604",="20190354003",원조강뚝꼬치구이전문점,경기도 시흥시 정왕시장길 51(정왕시장 3층 301호 정왕동),,박***************************************************************************************************,김***********************************************************
="20250602",="20180094969",웨어아위,서울특별시 관악구 쑥고개로 123(1층 107호 봉천동),,한*******,한**
="20250604",="19990297122",유일무이,경기도 부천시 원미구 부흥로303번길 36(중동  금호프라자 106호),="0326124692",안**,고**
="20250602",="20180331460",유황돼지오리,경기도 안산시 단원구 와동로 49(안산종합가전마트 1층일부 와동),="03180423279",김**,정**
="20250602",="20240414433",육회바른연어 범계역점,경기도 안양시 동안구 시민대로 167(안양벤처텔 1층 109-1호 비산동),,염**,김**
="20250602",="20160316318",육회연어맛에문어지다,경기도 안산시 단원구 고잔로 116(111호 고잔동  휴 지오 오피스텔),,김**,엄**
="20250604",="20250062420",윤퓨전포차,서울특별시 동대문구 한천로14길 61(1층 장안동),,최**,최**
="20250604",="20170059154",은빛마루,서울특별시 노원구 동일로245가길 41(상가동 103호 상계동  은빛2단지),,박**,김**
