인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250612",="20240414436",동백,경기도 안양시 동안구 평촌대로223번길 48(지하1층 B01호 호계동),,신**,김*******
="20250612",="19930193252",디탕(인하대점),인천광역시 미추홀구 인하로77번길 35(용현동),="8812319",엄**,박**
="20250612",="20090316685",라라라운지 LA LA LOUNGE,경기도 안산시 단원구 예술대학로3길 1(고잔동  643-16  1층),,김*******,김**
="20250610",="20090316685",라라라운지 LA LA LOUNGE,경기도 안산시 단원구 예술대학로3길 1(고잔동  643-16  1층),,김**,김*******
="20250610",="20090316685",라라라운지 LA LA LOUNGE,경기도 안산시 단원구 예술대학로3길 1(고잔동  643-16  1층),,김**,김*******
="20250612",="20060036421",룡룡버거 하우스 성수점,서울특별시 성동구 성수이로 90(성수동2가 지상1층),="024991123",박**,금*****************
="20250612",="20250131033",루시퍼 홀덤펍,서울특별시 관악구 남부순환로 1587(3층 신림동),,황**,김**
="20250612",="20240148501",리얼등심 탕수육,서울특별시 강남구 언주로103길 27(지상1층 102호 역삼동),,정*******,곽**
="20250612",="20230284355",마니산보리쌈밥,인천광역시 강화군 화도면 마니산로584번길 13,="0329371300",박**,박*******
="20250612",="20140313391",맛있는동태탕 찜,경기도 안산시 상록구 안산대학로 117(1층 일동),="0314386692",김**,김**
="20250612",="20220276176",맛집식당,서울특별시 영등포구 영등포로 233(영등포동5가),,박**,정**
="20250612",="20230062768",멘야카오리(동부시장점),서울특별시 중랑구 망우로32길 23(중랑교쇼핑센터 1층 9호 상봉동),,김**,김*******
="20250616",="19960358099",명가네짬뽕,경기도 이천시 마장면 중부대로 654,="0316378818",이**,최**
="20250612",="20120039538",명장짬뽕,서울특별시 광진구 능동로 276(능동),="07088667885",J*********************,권******
="20250612",="20220457331",목포집,경기도 남양주시 미금로189번길 15(1층 다산동),,안**,김**
="20250612",="20230041739",몰리나리카페,서울특별시 중구 소공로 29(1층 회현동2가),="027741800",김**,김**
="20250612",="20110360473",미나리와 삼겹살,경기도 안성시 낙원길 100(낙원동 외 4),="0316779080",전**,이**
="20250612",="20230428689",미생,경기도 평택시 소사5길 113(101호 소사동),,정**,정*******
="20250612",="20240580127",미트해머,경기도 여주시 여양로233번길 31(진양빌딩 1층 103호 오학동),,윤*******,윤**
="20250612",="20150365031",바다,경기도 화성시 효행로1040번길 11-1(진안동),="0312366811",임**,고**
="20250612",="20240460933",박광덕의 천하장사족발,경기도 평택시 어인남로8번길 10-14(1층 비전동),,정**,최**
="20250612",="20150208598",밥집에반하다,인천광역시 서구 원당대로117번길 32(1층 오류동),="0325674450",박**,이**
="20250612",="20250121544",백반옥 영등포점,서울특별시 영등포구 국회대로50길 20(제지하1층 비56호 영등포동7가  포레나 영등포 센트럴),,임**,최*******
="20250612",="20240387295",봉구스 밥버거,경기도 수원시 권선구 탑동로57번길 2(101호 탑동),,김**,백**
="20250612",="20200350407",부뚜막솥뚜껑생삼겹살,경기도 남양주시 화도읍 먹갓로 33-17(주1동 1층일부),="0315118832",손*******,손**
="20250612",="20190114881",북경반점,서울특별시 송파구 동남로2길 12-1(1층 문정동),,김**,김**
="20250612",="20130120497",불닭발땡초 동대문엽기떡볶이 상일동점,서울특별시 강동구 상일로5길 15(1층 일부호 상일동),="024298592",한**,김**
="20250612",="20190346549",브라운돈까스,경기도 구리시 동구릉로136번길 57(구리유통종합상가 3층 인창동),,박*******,박**
="20250612",="20240513835",브라보,경기도 시흥시 군서로 48-1(1층 일부호 정왕동),,(**************,(*************
="20250612",="20080332514",비비큐 진접광릉내점,경기도 남양주시 진접읍 광릉내로 72(1층의 일부),="0315279988",이**,안*******
="20250612",="20230259909",비에이치씨 인천용현점,인천광역시 미추홀구 토금중로 62(금호 어울림 4단지 1층 104호 용현동),,이**,오**
="20250612",="20160325486",비틀즈,경기도 고양시 일산동구 백석로72번길 73-9(B1호 백석동),="07043008146",오*******,박**
="20250701",="20240067434",삼돌구이,서울특별시 중랑구 면목로 306(1층 면목동),,홍**,최**
="20250612",="20230429209",상상오리 평택점,경기도 평택시 비전6길 20-2(1층 비전동),="0316562494",예*******,예**
="20250612",="20230268533",선장포차 소래포구점,인천광역시 남동구 소래역로 12(소래포구 종합어시장 1층 384~387  426~429호 논현동),,김**,송**
="20250612",="20210213094",선운산 민물장어,인천광역시 서구 원적로 120(인성프라자 110 111호 가좌동),,조**,태**
="20250612",="20230124769",선우정,서울특별시 관악구 신림동5길 4-10(1층 101호 신림동),,이**,이**
="20250612",="19950358179",설봉페리카나,경기도 이천시 향교로 106(창전동),="0316378610",안**,박**
="20250612",="19960193111",소담한식,인천광역시 미추홀구 매소홀로 71-28(용현동),="07040012408",안**,이**
="20250612",="20070208348",소풍가는날,인천광역시 서구 검단로529번길 19(마전동),="0325653758",허**,한**
="20250612",="20240266051",술이단밤,인천광역시 동구 수문통로 18(1층 일부호 송현동),,김**,김**
="20250612",="20200056355",술빛아래,서울특별시 도봉구 도당로27길 14(1층 방학동),,유**,유**
="20250612",="20190099741",스시금강,서울특별시 서초구 효령로 307(12동상가 1층 106호 서초동),="025863149",이**,이**
="20250612",="20090269166",신동순대국,경기도 수원시 영통구 영통로 285(1층 신동),="0312061236",김**,김*******
="20250612",="20150080196",신도림 이도식당,서울특별시 구로구 경인로 661(243호 신도림동  신도림푸르지오 1차),,박*******,이**
="20250612",="20110279177",신사동,경기도 성남시 중원구 광명로 239(1층 중앙동),="0317332690",박**,Q***************
="20250612",="20120325535",쎄시봉,경기도 고양시 일산동구 탄중로431번길 8-6(지하1층 일부호 중산동),="07041171292",곽**,이**
="20250612",="20200369138",애니멀클럽,경기도 용인시 수지구 신봉1로347번길 12(디에스알앤디 C동  B동 1층 2층 신봉동),="0312648881",안**,박**
="20250611",="20200369138",애니멀클럽,경기도 용인시 수지구 신봉1로347번길 12(디에스알앤디 C동  B동 1층 2층 신봉동),="0312648881",안**,안**
="20250611",="20200369138",애니멀클럽,경기도 용인시 수지구 신봉1로347번길 12(디에스알앤디 C동  B동 1층 2층 신봉동),="0312648881",안**,안**
="20250612",="20170370676",양주 바지락칼국수&불향쭈꾸미,경기도 양주시 고읍북로 107-1(1층 만송동),="0318425222",김**,박**
="20250612",="20230102724",엠브로돈가스 방화점,서울특별시 강서구 방화동로 99-1(1층 방화동),="0226633085",조**,김**
="20250612",="20180300328",역전할머니맥주(소사점),경기도 부천시 원미구 부일로 594(1층 102호 소사동),,김*******,윤**
="20250612",="20200192720",연륙교,인천광역시 중구 영종진광장로 64(씨사이드에비뉴 1층 101~109호  112호  113호 중산동),="0327515988",김**,조**
="20250612",="20250513336",영업중,경기도 시흥시 서울대학로278번길 70(배곧두손지젤타워 1층 B116호 배곧동),,정*******,신**
="20250612",="20110372419",영희김밥,경기도 포천시 영북면 운천로 22(1층),="0315317272",차**,최**
="20250612",="20250513325",예향정시흥은계점,경기도 시흥시 은계번영길 5(은계푸리마타워 2층 207 208 209호 은행동),="0313115618",장**,윤*******
="20250612",="20170290044",오늘하루,경기도 안양시 만안구 삼막로 38(지상1층 석수동),,정**,고**
="20250612",="20240076380",오늘의반찬,서울특별시 강북구 삼양로73길 35(1층 수유동),,김**,김**
="20250612",="20250054327",용용선생 마라도원,서울특별시 성동구 아차산로11길 3(1층 성수동2가),,이************,김*******
="20250612",="20210196489",용봉양꼬치나라,인천광역시 미추홀구 경인로 335(2층 주안동),="0328755088",K**********,K***********
="20250612",="20170033977",용용선생 마라도원 신용산점,서울특별시 용산구 한강대로44길 25(1층 한강로2가),,남**,금*****************
="20250612",="20220430069",우람늘곰탕,경기도 안산시 단원구 대선로 694(1층 대부남동),,권**,권**
="20250612",="20210030487",우동키노야 을지로,서울특별시 중구 마른내로 71(1층 인현동1가),="0222851984",김**,정**
="20250612",="20030313727",원기대하,경기도 안산시 상록구 도매시장로 38(1층 이동),="0314091989",J**************,Y***********
="20250612",="20160030028",유턴플러스,서울특별시 중구 세종대로1길 3(남대문로5가  1층),,최**,최**
="20250612",="20230522606",육회바른연어 광주태전점,경기도 광주시 태봉로 31-3(하은상가 1층 102호 태전동),="07086572118",정**,조**
="20250612",="20240473347",은사골,경기도 안산시 상록구 장화2길 41-1(1층 사동),="0314163040",이**,조**
="20250612",="20010208065",은이네 포차,인천광역시 서구 원창로 228(1층 가정동  515-31 1층),="0325817520",양**,윤**
="20250612",="20250468054",은하수포차,경기도 동두천시 중앙로265번길 30(1층 생연동),,김**,이**
="20250612",="20190076206",이대서울병원 장례식장점,서울특별시 강서구 공항대로 260(이화여자대학교 제2부속병원 마곡동),="0269864440",구**,김**
="20250612",="20060292048",장가계2호점,경기도 안양시 동안구 관평로313번길 54(관양동  지상1층),="0313851116",B*********,Y*************
="20250612",="20220090361",장포차,서울특별시 양천구 신목로 7(상가동 1층 103호 신정동  목동삼성아파트),,김**,장**
="20250612",="20080360309",정가네 춘천닭갈비,경기도 안성시 공도읍 공도2로 7-7(1층),="0316560087",김**,김*******
="20250612",="20200109741",제스트 카페,서울특별시 강남구 언주로93길 32-7(지하1층 역삼동),,이**,장**
="20250612",="20010313763",제일장례식장,경기도 안산시 상록구 수인로 1222(지층 일동),="0314062000",김**,허**
="20250612",="20220133266",제이키친,서울특별시 강남구 언주로103길 27(지상1층 102호 역삼동),,정*******,곽**
="20250612",="20170053514",제주 흑돼지 꼬깃집,서울특별시 강북구 솔샘로48길 3-5(1층 미아동),,허**,김**
="20250612",="20190382965",제주세호해장국,경기도 화성시 정남면 발안로 1227-2(1층 일부호),="0313723522",이**,이**
="20250612",="20240564314",주식회사 라비다 한울,경기도 화성시 세자로 465(1층 전체호 안녕동),,김**,박**
="20250612",="20050094738",준커피호프,서울특별시 관악구 남부순환로 1766(봉천동 지하1층),="028837996",김**,지**
="20250612",="20230093668",진식당,서울특별시 마포구 모래내로9길 15(1층 2호 성산동),,유**,박**
="20250612",="20070080979",찌개전문점,서울특별시 구로구 새말로 97(신도림테크노마트 10층 20호 구로동),="0221118889",양**,김**
="20250612",="20170197511",착한푸드,인천광역시 연수구 샘말로 96-10(지상1층 연수동),,장**,구**
="20250612",="20230124843",청년피자 봉천점,서울특별시 관악구 남부순환로 1702(1층 봉천동),,정**,신**
="20250612",="20230049428",취월당 Kitchen,서울특별시 성동구 왕십리로10길 5(지1층 성수동1가),,이**,백**
="20250612",="20230049438",취월당 Reservation,서울특별시 성동구 왕십리로10길 5(2층 성수동1가),,이**,백**
="20250612",="20120066021",카페테리아 풍산,서울특별시 서대문구 충정로 23(지하1층 충정로3가  풍산빌딩),="0802347575",구**,김**
="20250612",="20090316337",태영생막창연탄구이 초지점,경기도 안산시 단원구 초지2로 59-10(초지동  734-11  서진프라자 111호 1층),,허**,이**
="20250612",="20040364566",태영생막창,경기도 화성시 봉담읍 샘마을1길 15,="0312977451",Y***********,윤**
="20250612",="20230137640",토리키치 신논현점,서울특별시 강남구 강남대로114길 20(지하2층 2호 논현동),,정**,정*******
="20250612",="20000342282",통큰솥뚜껑닭볶음탕＆순이네만두촌(반월호수점),경기도 군포시 둔대로15번길 3(1층 둔대동),="0315029452",박**,박*******
="20250612",="20050069757",퍼줄래 대박집,서울특별시 마포구 월드컵로11길 8(망원동  1층 2호),="0231418474",최**,최**
="20250612",="20200331273",팬더중국집,경기도 안산시 단원구 우목골길 3-6(1층일부102호 선부동),="07040246563",김**,L*********
="20250612",="20210109954",포케올데이 대치점,서울특별시 강남구 도곡로63길 12(신농플라자 지상2층 203호 대치동),,정**,방**
="20250612",="20240387097",피그부대,경기도 수원시 권선구 효탑로 37(1층 103호 일부호 탑동),,홍**,홍*******
="20250612",="20150292315",하양까망7080라이브,경기도 안양시 동안구 인덕원로 26(관양동  지하1층),,임**,김**
="20250612",="20160338249",한끼의행복,경기도 시흥시 장현능곡로 178(201호 능곡동),="0313157196",최**,김**
="20250612",="20240146938",해화장,서울특별시 강남구 테헤란로81길 47(태령빌딩 1동 지상1층 101호 중 103호 삼성동),,김**,변**
="20250612",="20200374765",홍푸드,경기도 이천시 향교로 60(1층 창전동),,송**,홍**
="20250612",="20190369590",화로양미,경기도 용인시 수지구 광교중앙로296번길 6(광교어드밴스드힐 1층 107호  108호일부  109호  110호 상현동),="0312111314",P****************,석**
="20250612",="19990076489",활주로,서울특별시 강서구 까치산로 171(지하 1층 화곡동  6동),="0226975281",최**,이**
="20250612",="19890042097",회기족발,서울특별시 동대문구 회기로 158(회기동),="0209664957",최*******,김**
="20250612",="20150365256",CU현대문화관점,경기도 화성시 남양읍 남양로621번길 36(문화관),="0313575617",이**,박**
="20250612",="20210203818",더벤티호구포역점,인천광역시 남동구 호구포로 210(세움프라자 1층 101호 논현동),="0324336632",손**,김**
="20250612",="20200199972",델리(DELI),인천광역시 연수구 아트센터대로97번길 45(채드윅송도국제학교 지하1층 집단급식소 내 송도동),,구**,김**
="20250624",="20220054198",메가엠지씨커피 봉화산역점,서울특별시 중랑구 신내로 225(디아뜨갤러리 1층 146 147호 신내동),,김**,L************
="20250612",="20210299288",모모커피,경기도 부천시 오정구 오정로 233(OBS경인TV B동 1층 일부호 오정동),="0326717111",김**,김**
="20250612",="20210278487",배스킨라빈스수원세류점,경기도 수원시 권선구 세지로94번길 6(해모르빌딩 1층 일부호 권선동),,임**,김**
="20250612",="20220473155",복호두 산본점,경기도 군포시 산본로323번길 26-26(씨티프라자 1층 102호 산본동),,백**,김**
="20250612",="20200121057",샐러디 강동역점,서울특별시 강동구 진황도로 74(1층 천호동),,이**,박**
="20250612",="20210384660",샐러디 동탄역점,경기도 화성시 동탄대로 537(라스플로레스 1층 1073호 오산동),="050714830818",김**,김**
="20250612",="20230035653",숲속호두,서울특별시 종로구 새문안로3길 23(경희궁의 아침 4단지 1층 102호 내수동),,제**,문**
="20250612",="20150368828",씨유 오포추자점,경기도 광주시 오포로859번길 18(1층),,이**,조**
="20250612",="20230265132",영커피 송도씨워크점,인천광역시 연수구 센트럴로 313(송도 씨워크 인테라스 한라 C163호 송도동),,이**,김**
="20250612",="20230406345",유모아,경기도 부천시 원미구 신흥로 190(위브더스테이트 상가1동 1층 109호 중동),,이**,박**
="20250612",="20120364527",이삭토스트협성대점,경기도 화성시 봉담읍 샘마을길 54(1층),="0312985248",이**,이**
="20250612",="20230520714",지에스25송산동강점,경기도 화성시 송산면 송산서로 149(1층 일부호),,최**,방**
="20250612",="20220027461",카페 쿼드,서울특별시 종로구 동숭길 122(서울문화재단 대학로 1층 동숭동),="027582173",이**,송**
="20250612",="20200343349",카페클랑(cafe CLANG),경기도 고양시 일산서구 하이파크2로 60(든든한병원 1층 103호 덕이동),="0319178899",이**,김*******
="20250612",="20090316234",(주)아워홈 안산영업소,경기도 안산시 단원구 원시로 216(원시동  723-1  4층 구내식당),,구**,김**
="20250612",="20120348363",국립중앙청소년디딤센터,경기도 용인시 처인구 남사읍 각궁로 252-76(국립중앙청소년디딤센터),="0313331900",윤**,한**
="20250612",="20160306917",롯데평택CK주식회사,경기도 평택시 세교산단로101번길 47(4층 세교동),="0316573366",문**,문**
="20250612",="20130323125",일산참사랑요양원,경기도 고양시 덕양구 통일로768번길 24-2(관산동  지하1층일부),="0319623155",정**,배**
="20250612",="20050091030",(주)브라운에프엔비 농심본사점,서울특별시 동작구 여의대방로 112(신대방동),="028208865",고*******,고*******
="20250612",="20230264639",(주)아워홈 대동도어송도2공장점,인천광역시 연수구 송도국제대로286번길 14(대동도어 송도 2공장 3층 일부호 송도동),,구**,김**
="20250612",="20180199068",(주)아워홈 미쓰비시엘리베이터인천점,인천광역시 연수구 지식기반로 101(한국미쓰비시엘리베이터주 지상1 2층 송도동),,구**,김**
="20250612",="20200076919",(주)아워홈 오토닉스 R&D센터 강서점,서울특별시 강서구 마곡중앙5로1길 39(1층 마곡동),="0220481883",구**,김**
="20250612",="20170077794",(주)아워홈 한국의약품수출입협회,서울특별시 강서구 마곡동로 33(7층 마곡동  발산 1동 한국의약품수출입협회통합회관),="0269669274",구**,김**
="20250612",="20200077282",(주)아워홈 더넥센유니버시티강서점,서울특별시 강서구 마곡중앙로 177(더넥센유니버시티 3층 마곡동),="0263408123",구**,김**
="20250612",="20120197080",(주)아워홈 한국단자공업본사점,인천광역시 연수구 갯벌로 38(송도동  7-38 한국단자공업 4층직원식당),="0802347575",구**,김**
="20250612",="20030199609",(주)아워홈에스피지인천점,인천광역시 남동구 청능대로289번길 45(고잔동  67블록 12로트),="0328208239",구**,김**
="20250612",="20080066238",(주)아워홈 한국쉘석유충정로점,서울특별시 서대문구 충정로 8(충정로3가 지하1층),,구**,김**
="20250612",="20150208962",(주)아워홈 공영산업점,인천광역시 서구 정서진로 94(1층 오류동),="07050966128",구**,김**
="20250612",="20080208821",(주)아워홈GS칼텍스윤활유공장점,인천광역시 서구 중봉대로 364(원창동),="0802347575",구**,김**
="20250612",="20150197407",(주)아워홈 채드윅송도국제학교점,인천광역시 연수구 아트센터대로97번길 45(지하1층 송도동  초중고등학교건물),,구**,김**
="20250612",="20160348862",주식회사 연두애,경기도 용인시 처인구 양지면 중부대로 2374-8(1층 일부),="0316893571",김**,김**
="20250612",="20200361705",주식회사 브라운에프엔비 흥국산업점,경기도 하남시 초광산단로 20(흥국산업 주식회사 1층 초이동),="0221742667",고*******,고*******
="20250612",="20220457479",뚜레쥬르 구리인창삼보점,경기도 구리시 건원대로 56(상가동 117 118호 인창동  삼보아파트),="0315573458",김**,이**
="20250612",="20080281732",베이커리 차차,경기도 성남시 분당구 느티로 22(정자동 백궁동양파라곤 제 1층 101호  102호일부),="0317828080",백**,임**
="20250612",="20150025374",북촌 유기농밀명인 단팥빵,서울특별시 종로구 계동길 5(1층 105호 계동),="027411487",최**,최**
