인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250521",="20090375010",술연,경기도 여주시 세종로 388,="0318829945",하**,김**
="20250521",="20230272755",술부장,인천광역시 부평구 부평문화로 152(1층 일부호 부평동),,손**,권**
="20250521",="19700029048",슬링스톤,서울특별시 중구 퇴계로20길 73(남산동2가 1층2층),="023187725",김******,박**
="20250521",="20190328161",시요푸드,경기도 안산시 상록구 샘골동길 76(1층 101호 본오동),="0314153335",박**,홍**
="20250521",="20160066059",식탁 하늬솔점,서울특별시 서대문구 성산로 527(1층 대신동),="023620777",윤**,이**
="20250521",="20250574102",식어도 바삭한 동서재닭강정 양주점,경기도 양주시 옥정동로3길 16(1층 일부 옥정동),,김**,이**
="20250521",="20170332150",써니토스트,경기도 남양주시 경춘로995번길 7(1층 일부호 금곡동),,추**,최**
="20250521",="20170348444",아자아자장어구이역북동본점,경기도 용인시 처인구 낙은로 115(역북동  1층),="0313249292",배**,천*******
="20250521",="20130313293",안산이동 갈비명가 서서갈비 농수산물시장앞,경기도 안산시 상록구 충장로6길 27(1층 이동),="0314180141",윤**,윤*******
="20250521",="20230071808",안방부대찌개,서울특별시 강북구 솔샘로67길 85(가동 1층 미아동),,박**,이**
="20250521",="20220252288",안주가 인천주안점,인천광역시 미추홀구 석정로 369(1층 주안동),,장**,이**
="20250521",="20150025578",에그마카슈,서울특별시 종로구 대학로12길 13(1층 동숭동),,이**,양**
="20250521",="20230149645",여제갈비,서울특별시 송파구 위례광장로 120(상가동 1층 105호 장지동  위례중앙푸르지오1단지),,손**,소**
="20250521",="19940059750",역전할머니맥주 공릉점,서울특별시 노원구 동일로192길 80(1층 공릉동),="029778196",김**,박**
="20250521",="20240084171",우지커피 노원을지병원점,서울특별시 노원구 공릉로 324(1층 2층 3층 하계동),,김**,김**
="20250521",="20230512376",원보食면(원보식면),경기도 김포시 김포한강1로78번길 31-16(1층 장기동),,김**,C****************
="20250521",="20150120889",위로스키,서울특별시 강동구 천중로40길 50(1층 102호 길동),,박**,류**
="20250521",="20180383016",육식사관학교 동탄점,경기도 화성시 동탄순환대로14길 82-5(성강케렌시아 1층 일부101호 산척동),,류**,김**
="20250521",="20210195780",육월의고기집인하대인하대역맛집,인천광역시 미추홀구 용정공원로83번길 49(인하대역 헤리움 메트로 타워 112호 용현동),,김**,허**
="20250521",="20050316557",이가네양꼬치&중국요리,경기도 안산시 단원구 달미로 82-1(1층 선부동),,W****************,이**
="20250521",="20180371023",이브7080,경기도 파주시 문화로 39(지하1층 금촌동),,박**,김**
="20250521",="20250548282",이진꽉찬 숯불고기,경기도 이천시 마장면 서이천로 644(1층),,이*******,이**
="20250521",="20240050934",이판사판,서울특별시 용산구 이태원로27가길 8(지하1층 이태원동),,박**,박**
="20250521",="20210355992",일마일라,경기도 시흥시 정왕시장길 52(정왕시장 1층 122호 정왕동),,최**,최******
="20250520",="20210355992",일마일라,경기도 시흥시 정왕시장길 52(정왕시장 1층 122호 정왕동),,이**************,최**
="20250520",="20210355992",일마일라,경기도 시흥시 정왕시장길 52(정왕시장 1층 122호 정왕동),,이**************,최**
="20250521",="20140282044",임 아로이,경기도 성남시 분당구 판교역로192번길 14-2(삼평동  2층일부  골드타워),="03180165506",동************,백**
="20250521",="20170323105",자담치킨 토당점,경기도 고양시 덕양구 토당로162번길 21(1일부층 토당동),="0319731314",허**,오**
="20250521",="20160105321",자담치킨 강남청담점,서울특별시 강남구 학동로 441(지하1층 청담동),="025404142",주**,김**
="20250521",="20240266027",자매네 집밥 뷔페,인천광역시 동구 연송로 7(1층 108호 송림동  우정우드피아),,김**,김**
="20250521",="20040208731",장터 삼겹살,인천광역시 서구 장고개로 284(가좌동),="0325838721",박**,이**
="20250521",="20250574097",정량초과치킨-닭다리살만 더 주는 가게 양주점,경기도 양주시 옥정동로3길 16(1층 일부 옥정동),,김**,이**
="20250521",="20240131416",제주도야지갈비찜,서울특별시 관악구 문성로 233(102호 신림동),,함**,조**
="20250521",="20180301158",좋은날,경기도 부천시 소사구 자유로 67(1층 심곡본동),,박**,조**
="20250521",="20240131398",죽에 진심,서울특별시 관악구 문성로 233(1층 105호 신림동),,함**,조**
="20250521",="20170094280",지코바 봉천3호점,서울특별시 관악구 봉천로 563-1(1층 봉천동),="028779994",김**,최**
="20250521",="20190328237",직화홍닭발,경기도 안산시 상록구 충장로3길 10-1(1층 일부호 본오동),,이**,문**
="20250521",="20170338452",진미루,경기도 시흥시 대골안길 77(1층 대야동),="0314042971",김**,김**
="20250521",="20150197370",진미옥,인천광역시 연수구 컨벤시아대로130번길 14(송도동  송도플러스 메티타워 204 205호),="0328330444",김**,최**
="20250521",="20140368126",쭈꾸미 청춘,경기도 광주시 광주대로21번길 9(1층 역동),,홍**,오**
="20250521",="20240104538",차이나향,서울특별시 양천구 월정로 149(101호 신월동),,박**,김**
="20250521",="20190348841",착한삼겹살 우렁쌈밥,경기도 남양주시 화도읍 마석로45번길 11(1층),,조**,김**
="20250521",="20230130792",청년피자 서초점,서울특별시 서초구 사임당로 80(URBANTREE어반트리 지하1층 101호 서초동),,정**,박*******
="20250521",="20180042286",촌식당,서울특별시 동대문구 제기로38길 40(1층 청량리동),,박**,곽**
="20250521",="20120316150",카발리에요트클럽카페온더요트(cafe on the yacht),경기도 안산시 단원구 대부황금로 95-12(선감동 안산섬감도요트클럽하우스 1층),="023331324",이**,최**
="20250521",="20210364409",코엔먹태짝태,경기도 용인시 처인구 금령로99번길 6-7(1층일부 김량장동),,남**,김**
="20250521",="20090279100",코코스키 모란점,경기도 성남시 중원구 둔촌대로101번길 29(2층 성남동),,함**,김**
="20250521",="20230391219",킹독,경기도 의정부시 호국로1310번길 42(지상3층 의정부동),,이**,강**
="20250521",="20220131088",타코잇 선릉역점,서울특별시 강남구 삼성로85길 33(지상1층 103호 대치동),,김**,박**
="20250521",="20120285683",토리키치 의정부가능역점,경기도 의정부시 가능로119번길 32(가능동  지상1층),="0318765220",설**,장*******
="20250521",="20240539128",통큰곱창 수지죽전점,경기도 용인시 수지구 용구대로 2769(1층 106호 죽전동),,지**,홍**
="20250521",="20140290339",통파이브(예술공원점),경기도 안양시 만안구 예술공원로131번길 8(지하1층 석수동),="0314740982",김*******,김**
="20250521",="20080279176",팔진,경기도 성남시 중원구 도촌로7번길 3-7(1층 도촌동),="0317512998",채**,고**
="20250521",="20250574101",퍽퍽살이싫어 내가만든치킨 양주점,경기도 양주시 옥정동로3길 16(1층 일부 옥정동),,김**,이**
="20250521",="20210354606",포락미식,경기도 시흥시 큰솔공원로 8(1층 일부호 정왕동),="0314981113",서**,백**
="20250521",="19970025336",피플,서울특별시 종로구 종로 246(종로5가 지상2층),="0222794736",김**,오**
="20250521",="20240045707",하나마토 신당점,서울특별시 중구 퇴계로81길 2(1층 황학동),,김**,이**
="20250521",="20180295262",하식당,경기도 안양시 만안구 만안로 214-2(지상2층 안양동),,유**,임**
="20250521",="20230508274",한경대닭발집 아양점,경기도 안성시 아양2로 109(104호 석정동),,서**,서**
="20250521",="20130282095",한상,경기도 성남시 분당구 판교역로 180(삼평동  알파타워 1층 104호 107호 108호 109호),="050713571148",송**,강**
="20250521",="20230454778",한식&일식,경기도 고양시 덕양구 마상로 165(1층 일부호 성사동),,박**,오**
="20250521",="20210066331",한옥 고기집,서울특별시 서대문구 통일로9안길 20-10(1층 냉천동),,임**,임**
="20250521",="20230473519",향양꼬치,경기도 오산시 밀머리로 19(1층 일부 원동),,Z****************,서*
="20250521",="20230111868",헤이푸드,서울특별시 금천구 시흥대로 488(혜전빌딩 지하1층 일부호 독산동),,이**,오**
="20250521",="20220432226",호식이두마리치킨 한대앞역점,경기도 안산시 상록구 도매시장로 33(1층 일부 이동),,박**,권**
="20250521",="20210272166",홀리워터스,경기도 수원시 팔달구 창룡대로 40(1층 남수동),,김**,김**
="20250521",="20210121628",황제정육식당,서울특별시 강동구 상암로 183(1층 103호 천호동),,윤**,유**
="20250521",="20230508853",흥부네 돼지국밥,경기도 안성시 현수길 2(1층 현수동),,박**,박**
="20250521",="20240127443",(주)블랑제리가마,서울특별시 동작구 사당로13길 31(상가동 8-1호 사당동  두산위브 트레지움),,김*******,김**
="20250521",="20120193295",달콤커피,인천광역시 미추홀구 인하로236번길 1(주안동),="0328720902",김*******,방*******
="20250521",="20120193295",달콤커피,인천광역시 미추홀구 인하로236번길 1(주안동),="0328720902",김*******,방**
="20250521",="20210378951",더벤티 김포풍무역점,경기도 김포시 김포대로 699(드림시티 1층 110호 풍무동),,김**,강**
="20250521",="20210352303",더벤티(theventi)오산중앙CGV점,경기도 오산시 원동로 22(1층 140호 원동),="0313781025",한**,차**
="20250521",="20240525749",도깨비호떡,경기도 하남시 미사강변중앙로 180(힐스테이트 미사역 그랑파사쥬11-1BL 1층 1019호 망월동),,B************,김**
="20250521",="20190374053",롯데마트 이천점 콜드델리(Cold deli),경기도 이천시 구만리로 191(안흥동  롯데캐슬 골드스카이),,강**,강**************************************
="20250521",="20190374054",롯데마트 이천점 핫델리(Hot deli),경기도 이천시 구만리로 191(안흥동  롯데캐슬 골드스카이),,강**,강**************************************
="20250521",="20140073319",리인컴퍼니,서울특별시 양천구 신목로6길 36-3(1층 신정동  메종 드 시엘),,이**,최**
="20250521",="20160053364",메가엠지씨커피 강동성내점,서울특별시 강동구 천호대로 1078(1층 105호 성내동  씨제이나인파크),,김**,박**
="20250521",="20210029345",메가엠지씨커피 동대문동평화점,서울특별시 중구 마장로1길 28-25(1층 12호 신당동),,이**,방**
="20250521",="20190202208",메가엠지씨커피 인천길병원점,인천광역시 남동구 구월남로 198(트인프라자 1층 104호 구월동),,이**,이*******
="20250521",="20240113763",명진스크린,서울특별시 구로구 공원로 26(1층 102호 구로동  금호아파트),,고**,김**
="20250521",="20240097836",무흐,서울특별시 마포구 동교로 69(테바빌딩 1층 일부 101호 망원동),,이*******,최**
="20250521",="20210085049",빽다방 가산SKV1점,서울특별시 금천구 가산디지털1로 171(가산 에스케이 브이원 센터 1층 102호 가산동),,정**,박***
="20250521",="20210205387",빽다방 부평남부역점,인천광역시 부평구 경인로 948(1층 일부호 부평동),="0325220414",최**,최*******
="20250521",="20070029224",사랑_덕수궁,서울특별시 중구 세종대로 99(정동 지상1층),,최**,이**
="20250521",="20250299020",씨유 신도점,인천광역시 옹진군 북도면 신도로 29(지하1층 일부호),,전**,안**
="20250521",="20230433208",아이오(aio),경기도 평택시 안중읍 송담5길 48(1층),,노**,이**
="20250521",="20200066399",와플대학 명지대캠퍼스,서울특별시 서대문구 거북골로 51(1층 남가좌동),,이**,최**
="20250521",="20240565078",우리는 식구,경기도 화성시 송산면 사강시장길25번길 5(1층 101호 태성아파트),,권**,김**
="20250521",="20080208328",우다방,인천광역시 서구 원창로 227(가정동 지하1층),="0325815912",김**,김**
="20250521",="20160076712",주식회사 피자앤컴퍼니 반올림피자 화곡2동점,서울특별시 강서구 곰달래로 204(1층 101호 화곡동  제이와이펠리스),="025236633",마**,마**
="20250521",="20180321846",지에스25 평택자이점,경기도 평택시 상서재로 50(상가동 133 134호 동삭동),="0316512143",전**,김**
="20250521",="20230491757",처갓집양념치킨,경기도 용인시 처인구 모현읍 외대로 81(한국외국어대학교글로벌캠퍼스),,신**,신**
="20250521",="20230491756",처갓집양념치킨,경기도 용인시 처인구 모현읍 외대로 81(한국외국어대학교글로벌캠퍼스),,신**,신**
="20250521",="20230491755",처갓집양념치킨,경기도 용인시 처인구 모현읍 외대로 81(한국외국어대학교글로벌캠퍼스),,신**,신**
="20250521",="20230491754",처갓집양념치킨,경기도 용인시 처인구 모현읍 외대로 81(한국외국어대학교글로벌캠퍼스),,신**,신**
="20250521",="20220500425",카페 그루미,경기도 안성시 원곡면 만세로 1051-1(1동 1 2층),,최*******,조**
="20250521",="20150115036",카페 메이빈,서울특별시 송파구 송파대로 55(서울복합물류단지 B동 지상1층 S102호 장지동),,윤**,김**
="20250521",="20250577090",카페1670,경기도 포천시 일동면 화동로 1670(가동 1층),,이**,임**
="20250521",="20190074368",카페레브,서울특별시 양천구 남부순환로59길 6(2층 신월동),,오**,구**
="20250521",="20240477138",퀴즈노스 NC고잔점,경기도 안산시 단원구 광덕대로 194(스타맥스타워1  지하1층 125 126호 고잔동),,유**,문**
="20250521",="20160313048",투썸플레이스 안산한대앞역점,경기도 안산시 상록구 광덕1로 382(1층 111~113호 이동  덕성프라자),="0314093377",김**,오*******
="20250521",="20060190238",(주)쉥커코리아,인천광역시 중구 운서동 2029-95 공항물류단지 G3블럭,="0327440314",이**,정**
="20250521",="20230254419",(주)쉥커코리아KLC2,인천광역시 중구 자유무역로 228(쉥커코리아 글로벌 배송센터 KLC2 창고동 4층 운서동),="0327440314",이**,정**
="20250521",="20180378502",(주)이건그린텍,경기도 김포시 대곶면 대명항로205번길 49-38,="0319993826",문**,김**
="20250521",="20210374646",롯데쇼핑(주)롯데마트이천점,경기도 이천시 구만리로 191(지하 1층 안흥동  이천 롯데캐슬 골드스카이),="03180112500",강**,강**************************************
="20250521",="20230045490",엄마손수제비,서울특별시 용산구 이촌로46길 37(5층 이촌동),,노**,노*******
="20250521",="20240411181",오현시스템,경기도 안양시 만안구 만안로 31-3(안양 인터비즈 8층 802호 안양동),,김**,김**
="20250521",="20240411181",오현시스템,경기도 안양시 만안구 만안로 31-3(안양 인터비즈 8층 802호 안양동),,김**,김**
="20250521",="20180091772",(주)블랑제리가마,서울특별시 동작구 사당로13길 31(상가동 8-2  8-3호 사당동  두산위브 트레지움),="025326399",김*******,김**
="20250521",="20250145261",파리바게뜨 청담역점,서울특별시 강남구 영동대로128길 15(지상1층 105호 106호 삼성동),,이**,이*******
